date,season,league,home_team,away_team,market,model_prob,break_even_odds,benchmark_odds,profit_benchmark
2023-01-25,2223,Bundesliga,Leverkusen,Bochum,OVER25,0.75,1.3333333333333333,1.2698412698412698,-1.0
2023-01-25,2223,Bundesliga,Leverkusen,Bochum,UNDER25,0.25,4.0,3.8095238095238093,2.8095238095238093
2023-01-25,2223,Bundesliga,Leverkusen,Bochum,BTTS_YES,0.5,2.0,1.9047619047619047,-1.0
2023-01-25,2223,Bundesliga,Leverkusen,Bochum,BTTS_NO,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-25,2223,Bundesliga,Mainz,Dortmund,OVER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-25,2223,Bundesliga,Mainz,Dortmund,UNDER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-01-25,2223,Bundesliga,Mainz,Dortmund,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-25,2223,Bundesliga,Mainz,Dortmund,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-01-25,2223,Bundesliga,Werder Bremen,Union Berlin,OVER25,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-25,2223,Bundesliga,Werder Bremen,Union Berlin,UNDER25,0.4,2.5,2.380952380952381,-1.0
2023-01-25,2223,Bundesliga,Werder Bremen,Union Berlin,BTTS_YES,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-25,2223,Bundesliga,Werder Bremen,Union Berlin,BTTS_NO,0.4,2.5,2.380952380952381,-1.0
2023-01-27,2223,Bundesliga,RB Leipzig,Stuttgart,OVER25,0.7,1.4285714285714286,1.3605442176870748,0.3605442176870748
2023-01-27,2223,Bundesliga,RB Leipzig,Stuttgart,UNDER25,0.30000000000000004,3.333333333333333,3.174603174603174,-1.0
2023-01-27,2223,Bundesliga,RB Leipzig,Stuttgart,BTTS_YES,0.75,1.3333333333333333,1.2698412698412698,0.26984126984126977
2023-01-27,2223,Bundesliga,RB Leipzig,Stuttgart,BTTS_NO,0.25,4.0,3.8095238095238093,-1.0
2023-01-27,2223,La Liga,Almeria,Espanol,OVER25,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-27,2223,La Liga,Almeria,Espanol,UNDER25,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-27,2223,La Liga,Almeria,Espanol,BTTS_YES,0.6499999999999999,1.5384615384615388,1.4652014652014655,0.46520146520146555
2023-01-27,2223,La Liga,Almeria,Espanol,BTTS_NO,0.3500000000000001,2.8571428571428563,2.7210884353741487,-1.0
2023-01-27,2223,Ligue 1,Lorient,Rennes,OVER25,0.75,1.3333333333333333,1.2698412698412698,0.26984126984126977
2023-01-27,2223,Ligue 1,Lorient,Rennes,UNDER25,0.25,4.0,3.8095238095238093,-1.0
2023-01-27,2223,Ligue 1,Lorient,Rennes,BTTS_YES,0.75,1.3333333333333333,1.2698412698412698,0.26984126984126977
2023-01-27,2223,Ligue 1,Lorient,Rennes,BTTS_NO,0.25,4.0,3.8095238095238093,-1.0
2023-01-27,2223,Serie A,Bologna,Spezia,OVER25,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-27,2223,Serie A,Bologna,Spezia,UNDER25,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-27,2223,Serie A,Bologna,Spezia,BTTS_YES,0.6499999999999999,1.5384615384615388,1.4652014652014655,-1.0
2023-01-27,2223,Serie A,Bologna,Spezia,BTTS_NO,0.3500000000000001,2.8571428571428563,2.7210884353741487,1.7210884353741487
2023-01-27,2223,Serie A,Lecce,Salernitana,OVER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-01-27,2223,Serie A,Lecce,Salernitana,UNDER25,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-01-27,2223,Serie A,Lecce,Salernitana,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-27,2223,Serie A,Lecce,Salernitana,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-01-28,2223,Bundesliga,Bayern Munich,Ein Frankfurt,OVER25,0.6499999999999999,1.5384615384615388,1.4652014652014655,-1.0
2023-01-28,2223,Bundesliga,Bayern Munich,Ein Frankfurt,UNDER25,0.3500000000000001,2.8571428571428563,2.7210884353741487,1.7210884353741487
2023-01-28,2223,Bundesliga,Bayern Munich,Ein Frankfurt,BTTS_YES,0.6499999999999999,1.5384615384615388,1.4652014652014655,0.46520146520146555
2023-01-28,2223,Bundesliga,Bayern Munich,Ein Frankfurt,BTTS_NO,0.3500000000000001,2.8571428571428563,2.7210884353741487,-1.0
2023-01-28,2223,Bundesliga,Freiburg,Augsburg,OVER25,0.6499999999999999,1.5384615384615388,1.4652014652014655,0.46520146520146555
2023-01-28,2223,Bundesliga,Freiburg,Augsburg,UNDER25,0.3500000000000001,2.8571428571428563,2.7210884353741487,-1.0
2023-01-28,2223,Bundesliga,Freiburg,Augsburg,BTTS_YES,0.65,1.5384615384615383,1.4652014652014649,0.4652014652014649
2023-01-28,2223,Bundesliga,Freiburg,Augsburg,BTTS_NO,0.35,2.857142857142857,2.7210884353741496,-1.0
2023-01-28,2223,Bundesliga,Hertha,Union Berlin,OVER25,0.7,1.4285714285714286,1.3605442176870748,-1.0
2023-01-28,2223,Bundesliga,Hertha,Union Berlin,UNDER25,0.30000000000000004,3.333333333333333,3.174603174603174,2.174603174603174
2023-01-28,2223,Bundesliga,Hertha,Union Berlin,BTTS_YES,0.6499999999999999,1.5384615384615388,1.4652014652014655,-1.0
2023-01-28,2223,Bundesliga,Hertha,Union Berlin,BTTS_NO,0.3500000000000001,2.8571428571428563,2.7210884353741487,1.7210884353741487
2023-01-28,2223,Bundesliga,Hoffenheim,M'gladbach,OVER25,0.8,1.25,1.1904761904761905,0.19047619047619047
2023-01-28,2223,Bundesliga,Hoffenheim,M'gladbach,UNDER25,0.19999999999999996,5.000000000000001,4.761904761904763,-1.0
2023-01-28,2223,Bundesliga,Hoffenheim,M'gladbach,BTTS_YES,0.8500000000000001,1.176470588235294,1.1204481792717085,0.12044817927170848
2023-01-28,2223,Bundesliga,Hoffenheim,M'gladbach,BTTS_NO,0.1499999999999999,6.6666666666666705,6.349206349206352,-1.0
2023-01-28,2223,Bundesliga,Mainz,Bochum,OVER25,0.65,1.5384615384615383,1.4652014652014649,0.4652014652014649
2023-01-28,2223,Bundesliga,Mainz,Bochum,UNDER25,0.35,2.857142857142857,2.7210884353741496,-1.0
2023-01-28,2223,Bundesliga,Mainz,Bochum,BTTS_YES,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-28,2223,Bundesliga,Mainz,Bochum,BTTS_NO,0.5,2.0,1.9047619047619047,-1.0
2023-01-28,2223,Bundesliga,Werder Bremen,Wolfsburg,OVER25,0.75,1.3333333333333333,1.2698412698412698,0.26984126984126977
2023-01-28,2223,Bundesliga,Werder Bremen,Wolfsburg,UNDER25,0.25,4.0,3.8095238095238093,-1.0
2023-01-28,2223,Bundesliga,Werder Bremen,Wolfsburg,BTTS_YES,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-28,2223,Bundesliga,Werder Bremen,Wolfsburg,BTTS_NO,0.4,2.5,2.380952380952381,-1.0
2023-01-28,2223,La Liga,Cadiz,Mallorca,OVER25,0.2,5.0,4.761904761904762,-1.0
2023-01-28,2223,La Liga,Cadiz,Mallorca,UNDER25,0.8,1.25,1.1904761904761905,0.19047619047619047
2023-01-28,2223,La Liga,Cadiz,Mallorca,BTTS_YES,0.4,2.5,2.380952380952381,-1.0
2023-01-28,2223,La Liga,Cadiz,Mallorca,BTTS_NO,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-28,2223,La Liga,Getafe,Betis,OVER25,0.35,2.857142857142857,2.7210884353741496,-1.0
2023-01-28,2223,La Liga,Getafe,Betis,UNDER25,0.65,1.5384615384615383,1.4652014652014649,0.4652014652014649
2023-01-28,2223,La Liga,Getafe,Betis,BTTS_YES,0.4,2.5,2.380952380952381,-1.0
2023-01-28,2223,La Liga,Getafe,Betis,BTTS_NO,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-28,2223,La Liga,Girona,Barcelona,OVER25,0.5,2.0,1.9047619047619047,-1.0
2023-01-28,2223,La Liga,Girona,Barcelona,UNDER25,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-28,2223,La Liga,Girona,Barcelona,BTTS_YES,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-28,2223,La Liga,Girona,Barcelona,BTTS_NO,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-28,2223,La Liga,Sevilla,Elche,OVER25,0.45,2.2222222222222223,2.1164021164021163,1.1164021164021163
2023-01-28,2223,La Liga,Sevilla,Elche,UNDER25,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-01-28,2223,La Liga,Sevilla,Elche,BTTS_YES,0.6499999999999999,1.5384615384615388,1.4652014652014655,-1.0
2023-01-28,2223,La Liga,Sevilla,Elche,BTTS_NO,0.3500000000000001,2.8571428571428563,2.7210884353741487,1.7210884353741487
2023-01-28,2223,Ligue 1,Marseille,Monaco,OVER25,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-01-28,2223,Ligue 1,Marseille,Monaco,UNDER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-01-28,2223,Ligue 1,Marseille,Monaco,BTTS_YES,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-28,2223,Ligue 1,Marseille,Monaco,BTTS_NO,0.4,2.5,2.380952380952381,-1.0
2023-01-28,2223,Ligue 1,Troyes,Lens,OVER25,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-01-28,2223,Ligue 1,Troyes,Lens,UNDER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-01-28,2223,Ligue 1,Troyes,Lens,BTTS_YES,0.6000000000000001,1.6666666666666665,1.587301587301587,0.587301587301587
2023-01-28,2223,Ligue 1,Troyes,Lens,BTTS_NO,0.3999999999999999,2.5000000000000004,2.3809523809523814,-1.0
2023-01-28,2223,Serie A,Atalanta,Sampdoria,OVER25,0.5,2.0,1.9047619047619047,-1.0
2023-01-28,2223,Serie A,Atalanta,Sampdoria,UNDER25,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-28,2223,Serie A,Atalanta,Sampdoria,BTTS_YES,0.45,2.2222222222222223,2.1164021164021163,-1.0
2023-01-28,2223,Serie A,Atalanta,Sampdoria,BTTS_NO,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-28,2223,Serie A,Cremonese,Inter,OVER25,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-28,2223,Serie A,Cremonese,Inter,UNDER25,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-28,2223,Serie A,Cremonese,Inter,BTTS_YES,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-28,2223,Serie A,Cremonese,Inter,BTTS_NO,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-28,2223,Serie A,Empoli,Torino,OVER25,0.25,4.0,3.8095238095238093,2.8095238095238093
2023-01-28,2223,Serie A,Empoli,Torino,UNDER25,0.75,1.3333333333333333,1.2698412698412698,-1.0
2023-01-28,2223,Serie A,Empoli,Torino,BTTS_YES,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-28,2223,Serie A,Empoli,Torino,BTTS_NO,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-29,2223,Bundesliga,Leverkusen,Dortmund,OVER25,0.75,1.3333333333333333,1.2698412698412698,-1.0
2023-01-29,2223,Bundesliga,Leverkusen,Dortmund,UNDER25,0.25,4.0,3.8095238095238093,2.8095238095238093
2023-01-29,2223,Bundesliga,Leverkusen,Dortmund,BTTS_YES,0.5,2.0,1.9047619047619047,-1.0
2023-01-29,2223,Bundesliga,Leverkusen,Dortmund,BTTS_NO,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-29,2223,Bundesliga,Schalke 04,FC Koln,OVER25,0.6499999999999999,1.5384615384615388,1.4652014652014655,-1.0
2023-01-29,2223,Bundesliga,Schalke 04,FC Koln,UNDER25,0.3500000000000001,2.8571428571428563,2.7210884353741487,1.7210884353741487
2023-01-29,2223,Bundesliga,Schalke 04,FC Koln,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-01-29,2223,Bundesliga,Schalke 04,FC Koln,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-01-29,2223,La Liga,Celta,Ath Bilbao,OVER25,0.45,2.2222222222222223,2.1164021164021163,-1.0
2023-01-29,2223,La Liga,Celta,Ath Bilbao,UNDER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-29,2223,La Liga,Celta,Ath Bilbao,BTTS_YES,0.5,2.0,1.9047619047619047,-1.0
2023-01-29,2223,La Liga,Celta,Ath Bilbao,BTTS_NO,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-29,2223,La Liga,Osasuna,Ath Madrid,OVER25,0.25,4.0,3.8095238095238093,-1.0
2023-01-29,2223,La Liga,Osasuna,Ath Madrid,UNDER25,0.75,1.3333333333333333,1.2698412698412698,0.26984126984126977
2023-01-29,2223,La Liga,Osasuna,Ath Madrid,BTTS_YES,0.45,2.2222222222222223,2.1164021164021163,-1.0
2023-01-29,2223,La Liga,Osasuna,Ath Madrid,BTTS_NO,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-29,2223,La Liga,Real Madrid,Sociedad,OVER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-01-29,2223,La Liga,Real Madrid,Sociedad,UNDER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-29,2223,La Liga,Real Madrid,Sociedad,BTTS_YES,0.5,2.0,1.9047619047619047,-1.0
2023-01-29,2223,La Liga,Real Madrid,Sociedad,BTTS_NO,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-29,2223,La Liga,Valladolid,Valencia,OVER25,0.5,2.0,1.9047619047619047,-1.0
2023-01-29,2223,La Liga,Valladolid,Valencia,UNDER25,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-29,2223,La Liga,Valladolid,Valencia,BTTS_YES,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-01-29,2223,La Liga,Valladolid,Valencia,BTTS_NO,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-29,2223,Ligue 1,Ajaccio,Lyon,OVER25,0.45,2.2222222222222223,2.1164021164021163,-1.0
2023-01-29,2223,Ligue 1,Ajaccio,Lyon,UNDER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-29,2223,Ligue 1,Ajaccio,Lyon,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-01-29,2223,Ligue 1,Ajaccio,Lyon,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-01-29,2223,Ligue 1,Auxerre,Montpellier,OVER25,0.5,2.0,1.9047619047619047,-1.0
2023-01-29,2223,Ligue 1,Auxerre,Montpellier,UNDER25,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-29,2223,Ligue 1,Auxerre,Montpellier,BTTS_YES,0.5,2.0,1.9047619047619047,-1.0
2023-01-29,2223,Ligue 1,Auxerre,Montpellier,BTTS_NO,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-29,2223,Ligue 1,Brest,Angers,OVER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-29,2223,Ligue 1,Brest,Angers,UNDER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-01-29,2223,Ligue 1,Brest,Angers,BTTS_YES,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-29,2223,Ligue 1,Brest,Angers,BTTS_NO,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-29,2223,Ligue 1,Clermont,Nantes,OVER25,0.45,2.2222222222222223,2.1164021164021163,-1.0
2023-01-29,2223,Ligue 1,Clermont,Nantes,UNDER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-29,2223,Ligue 1,Clermont,Nantes,BTTS_YES,0.6000000000000001,1.6666666666666665,1.587301587301587,-1.0
2023-01-29,2223,Ligue 1,Clermont,Nantes,BTTS_NO,0.3999999999999999,2.5000000000000004,2.3809523809523814,1.3809523809523814
2023-01-29,2223,Ligue 1,Nice,Lille,OVER25,0.35,2.857142857142857,2.7210884353741496,-1.0
2023-01-29,2223,Ligue 1,Nice,Lille,UNDER25,0.65,1.5384615384615383,1.4652014652014649,0.4652014652014649
2023-01-29,2223,Ligue 1,Nice,Lille,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-01-29,2223,Ligue 1,Nice,Lille,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-01-29,2223,Ligue 1,Paris SG,Reims,OVER25,0.4,2.5,2.380952380952381,-1.0
2023-01-29,2223,Ligue 1,Paris SG,Reims,UNDER25,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-29,2223,Ligue 1,Paris SG,Reims,BTTS_YES,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-29,2223,Ligue 1,Paris SG,Reims,BTTS_NO,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-29,2223,Ligue 1,Strasbourg,Toulouse,OVER25,0.75,1.3333333333333333,1.2698412698412698,0.26984126984126977
2023-01-29,2223,Ligue 1,Strasbourg,Toulouse,UNDER25,0.25,4.0,3.8095238095238093,-1.0
2023-01-29,2223,Ligue 1,Strasbourg,Toulouse,BTTS_YES,0.75,1.3333333333333333,1.2698412698412698,0.26984126984126977
2023-01-29,2223,Ligue 1,Strasbourg,Toulouse,BTTS_NO,0.25,4.0,3.8095238095238093,-1.0
2023-01-29,2223,Serie A,Juventus,Monza,OVER25,0.45,2.2222222222222223,2.1164021164021163,-1.0
2023-01-29,2223,Serie A,Juventus,Monza,UNDER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-29,2223,Serie A,Juventus,Monza,BTTS_YES,0.4,2.5,2.380952380952381,-1.0
2023-01-29,2223,Serie A,Juventus,Monza,BTTS_NO,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-29,2223,Serie A,Lazio,Fiorentina,OVER25,0.5,2.0,1.9047619047619047,-1.0
2023-01-29,2223,Serie A,Lazio,Fiorentina,UNDER25,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-29,2223,Serie A,Lazio,Fiorentina,BTTS_YES,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-01-29,2223,Serie A,Lazio,Fiorentina,BTTS_NO,0.5,2.0,1.9047619047619047,-1.0
2023-01-29,2223,Serie A,Milan,Sassuolo,OVER25,0.75,1.3333333333333333,1.2698412698412698,0.26984126984126977
2023-01-29,2223,Serie A,Milan,Sassuolo,UNDER25,0.25,4.0,3.8095238095238093,-1.0
2023-01-29,2223,Serie A,Milan,Sassuolo,BTTS_YES,0.7,1.4285714285714286,1.3605442176870748,0.3605442176870748
2023-01-29,2223,Serie A,Milan,Sassuolo,BTTS_NO,0.30000000000000004,3.333333333333333,3.174603174603174,-1.0
2023-01-29,2223,Serie A,Napoli,Roma,OVER25,0.35,2.857142857142857,2.7210884353741496,1.7210884353741496
2023-01-29,2223,Serie A,Napoli,Roma,UNDER25,0.65,1.5384615384615383,1.4652014652014649,-1.0
2023-01-29,2223,Serie A,Napoli,Roma,BTTS_YES,0.4,2.5,2.380952380952381,1.380952380952381
2023-01-29,2223,Serie A,Napoli,Roma,BTTS_NO,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-01-30,2223,La Liga,Villarreal,Vallecano,OVER25,0.4,2.5,2.380952380952381,-1.0
2023-01-30,2223,La Liga,Villarreal,Vallecano,UNDER25,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-01-30,2223,La Liga,Villarreal,Vallecano,BTTS_YES,0.45,2.2222222222222223,2.1164021164021163,-1.0
2023-01-30,2223,La Liga,Villarreal,Vallecano,BTTS_NO,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-30,2223,Serie A,Udinese,Verona,OVER25,0.35,2.857142857142857,2.7210884353741496,-1.0
2023-01-30,2223,Serie A,Udinese,Verona,UNDER25,0.65,1.5384615384615383,1.4652014652014649,0.4652014652014649
2023-01-30,2223,Serie A,Udinese,Verona,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-01-30,2223,Serie A,Udinese,Verona,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-02-01,2223,La Liga,Betis,Barcelona,OVER25,0.4,2.5,2.380952380952381,1.380952380952381
2023-02-01,2223,La Liga,Betis,Barcelona,UNDER25,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-02-01,2223,La Liga,Betis,Barcelona,BTTS_YES,0.35,2.857142857142857,2.7210884353741496,1.7210884353741496
2023-02-01,2223,La Liga,Betis,Barcelona,BTTS_NO,0.65,1.5384615384615383,1.4652014652014649,-1.0
2023-02-01,2223,Ligue 1,Angers,Ajaccio,OVER25,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-02-01,2223,Ligue 1,Angers,Ajaccio,UNDER25,0.5,2.0,1.9047619047619047,-1.0
2023-02-01,2223,Ligue 1,Angers,Ajaccio,BTTS_YES,0.45,2.2222222222222223,2.1164021164021163,1.1164021164021163
2023-02-01,2223,Ligue 1,Angers,Ajaccio,BTTS_NO,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-02-01,2223,Ligue 1,Lens,Nice,OVER25,0.4,2.5,2.380952380952381,-1.0
2023-02-01,2223,Ligue 1,Lens,Nice,UNDER25,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-02-01,2223,Ligue 1,Lens,Nice,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-02-01,2223,Ligue 1,Lens,Nice,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-02-01,2223,Ligue 1,Lille,Clermont,OVER25,0.35,2.857142857142857,2.7210884353741496,-1.0
2023-02-01,2223,Ligue 1,Lille,Clermont,UNDER25,0.65,1.5384615384615383,1.4652014652014649,0.4652014652014649
2023-02-01,2223,Ligue 1,Lille,Clermont,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-02-01,2223,Ligue 1,Lille,Clermont,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-02-01,2223,Ligue 1,Lyon,Brest,OVER25,0.45,2.2222222222222223,2.1164021164021163,-1.0
2023-02-01,2223,Ligue 1,Lyon,Brest,UNDER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-02-01,2223,Ligue 1,Lyon,Brest,BTTS_YES,0.5,2.0,1.9047619047619047,-1.0
2023-02-01,2223,Ligue 1,Lyon,Brest,BTTS_NO,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-02-01,2223,Ligue 1,Monaco,Auxerre,OVER25,0.45,2.2222222222222223,2.1164021164021163,1.1164021164021163
2023-02-01,2223,Ligue 1,Monaco,Auxerre,UNDER25,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-02-01,2223,Ligue 1,Monaco,Auxerre,BTTS_YES,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-02-01,2223,Ligue 1,Monaco,Auxerre,BTTS_NO,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-02-01,2223,Ligue 1,Montpellier,Paris SG,OVER25,0.55,1.8181818181818181,1.7316017316017311,0.7316017316017311
2023-02-01,2223,Ligue 1,Montpellier,Paris SG,UNDER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,-1.0
2023-02-01,2223,Ligue 1,Montpellier,Paris SG,BTTS_YES,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-02-01,2223,Ligue 1,Montpellier,Paris SG,BTTS_NO,0.5,2.0,1.9047619047619047,-1.0
2023-02-01,2223,Ligue 1,Nantes,Marseille,OVER25,0.4,2.5,2.380952380952381,-1.0
2023-02-01,2223,Ligue 1,Nantes,Marseille,UNDER25,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-02-01,2223,Ligue 1,Nantes,Marseille,BTTS_YES,0.5,2.0,1.9047619047619047,-1.0
2023-02-01,2223,Ligue 1,Nantes,Marseille,BTTS_NO,0.5,2.0,1.9047619047619047,0.9047619047619047
2023-02-01,2223,Ligue 1,Reims,Lorient,OVER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-02-01,2223,Ligue 1,Reims,Lorient,UNDER25,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-02-01,2223,Ligue 1,Reims,Lorient,BTTS_YES,0.65,1.5384615384615383,1.4652014652014649,0.4652014652014649
2023-02-01,2223,Ligue 1,Reims,Lorient,BTTS_NO,0.35,2.857142857142857,2.7210884353741496,-1.0
2023-02-01,2223,Ligue 1,Rennes,Strasbourg,OVER25,0.8500000000000001,1.176470588235294,1.1204481792717085,0.12044817927170848
2023-02-01,2223,Ligue 1,Rennes,Strasbourg,UNDER25,0.1499999999999999,6.6666666666666705,6.349206349206352,-1.0
2023-02-01,2223,Ligue 1,Rennes,Strasbourg,BTTS_YES,0.8500000000000001,1.176470588235294,1.1204481792717085,-1.0
2023-02-01,2223,Ligue 1,Rennes,Strasbourg,BTTS_NO,0.1499999999999999,6.6666666666666705,6.349206349206352,5.349206349206352
2023-02-01,2223,Ligue 1,Toulouse,Troyes,OVER25,0.6,1.6666666666666667,1.5873015873015872,0.5873015873015872
2023-02-01,2223,Ligue 1,Toulouse,Troyes,UNDER25,0.4,2.5,2.380952380952381,-1.0
2023-02-01,2223,Ligue 1,Toulouse,Troyes,BTTS_YES,0.7,1.4285714285714286,1.3605442176870748,0.3605442176870748
2023-02-01,2223,Ligue 1,Toulouse,Troyes,BTTS_NO,0.30000000000000004,3.333333333333333,3.174603174603174,-1.0
2023-02-02,2223,La Liga,Real Madrid,Valencia,OVER25,0.55,1.8181818181818181,1.7316017316017311,-1.0
2023-02-02,2223,La Liga,Real Madrid,Valencia,UNDER25,0.44999999999999996,2.2222222222222223,2.1164021164021167,1.1164021164021167
2023-02-02,2223,La Liga,Real Madrid,Valencia,BTTS_YES,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-02-02,2223,La Liga,Real Madrid,Valencia,BTTS_NO,0.4,2.5,2.380952380952381,1.380952380952381
2023-02-03,2223,Bundesliga,Augsburg,Leverkusen,OVER25,0.6499999999999999,1.5384615384615388,1.4652014652014655,-1.0
2023-02-03,2223,Bundesliga,Augsburg,Leverkusen,UNDER25,0.3500000000000001,2.8571428571428563,2.7210884353741487,1.7210884353741487
2023-02-03,2223,Bundesliga,Augsburg,Leverkusen,BTTS_YES,0.6000000000000001,1.6666666666666665,1.587301587301587,-1.0
2023-02-03,2223,Bundesliga,Augsburg,Leverkusen,BTTS_NO,0.3999999999999999,2.5000000000000004,2.3809523809523814,1.3809523809523814
2023-02-03,2223,La Liga,Ath Bilbao,Cadiz,OVER25,0.4,2.5,2.380952380952381,1.380952380952381
2023-02-03,2223,La Liga,Ath Bilbao,Cadiz,UNDER25,0.6,1.6666666666666667,1.5873015873015872,-1.0
2023-02-03,2223,La Liga,Ath Bilbao,Cadiz,BTTS_YES,0.4,2.5,2.380952380952381,1.380952380952381
