season,date,league,home_team,away_team,selection,model_probability,market_probability,edge,reference_odds,odds_source,profit_units
2122,2022-05-08,Ligue 1,Angers,Bordeaux,UNDER25,0.55,0.5157068062827225,0.03429319371727757,1.85,Media mercato Football-Data,-1.0
2122,2022-05-08,Ligue 1,Clermont,Montpellier,UNDER25,0.55,0.4493506493506493,0.10064935064935077,2.12,Media mercato Football-Data,-1.0
2122,2022-05-08,Ligue 1,Reims,Lens,UNDER25,0.55,0.5338541666666666,0.016145833333333415,1.79,Media mercato Football-Data,-1.0
2122,2022-05-08,Ligue 1,Lorient,Marseille,OVER25,0.6,0.53125,0.06874999999999998,1.8,Media mercato Football-Data,0.8
2122,2022-05-08,Ligue 1,Paris SG,Troyes,UNDER25,0.5,0.3195402298850574,0.18045977011494257,2.96,Media mercato Football-Data,-1.0
2122,2022-05-11,Ligue 1,Nice,St Etienne,UNDER25,0.55,0.47780678851174935,0.0721932114882507,2.0,Media mercato Football-Data,-1.0
2122,2022-05-11,Ligue 1,Nantes,Rennes,UNDER25,0.44999999999999996,0.4493506493506493,0.0006493506493506773,2.12,Media mercato Football-Data,-1.0
2122,2022-05-14,Ligue 1,Bordeaux,Lorient,OVER25,0.6499999999999999,0.5949367088607596,0.055063291139240356,1.6,Media mercato Football-Data,-1.0
2122,2022-05-14,Ligue 1,Lyon,Nantes,UNDER25,0.35,0.3099547511312218,0.040045248868778194,3.05,Media mercato Football-Data,-1.0
2122,2022-05-14,Ligue 1,Metz,Angers,UNDER25,0.55,0.46874999999999994,0.0812500000000001,2.04,Media mercato Football-Data,1.04
2122,2022-05-14,Ligue 1,Monaco,Brest,UNDER25,0.5,0.3294392523364486,0.1705607476635514,2.87,Media mercato Football-Data,-1.0
2122,2022-05-14,Ligue 1,Montpellier,Paris SG,UNDER25,0.3999999999999999,0.2832618025751073,0.11673819742489261,3.34,Media mercato Football-Data,-1.0
2122,2022-05-14,Ligue 1,Nice,Lille,UNDER25,0.55,0.4545454545454546,0.09545454545454546,2.1,Media mercato Football-Data,-1.0
2122,2022-05-14,Ligue 1,Rennes,Marseille,OVER25,0.7,0.5621761658031088,0.13782383419689115,1.69,Media mercato Football-Data,-1.0
2122,2022-05-14,Ligue 1,St Etienne,Reims,UNDER25,0.5,0.46736292428198434,0.03263707571801566,2.04,Media mercato Football-Data,-1.0
2122,2022-05-14,Ligue 1,Strasbourg,Clermont,UNDER25,0.6,0.4404145077720207,0.1595854922279793,2.16,Media mercato Football-Data,1.1600000000000001
2122,2022-05-14,Ligue 1,Troyes,Lens,UNDER25,0.6,0.45312499999999994,0.14687500000000003,2.1,Media mercato Football-Data,-1.0
2122,2022-05-21,Ligue 1,Angers,Montpellier,UNDER25,0.55,0.4205128205128206,0.12948717948717947,2.26,Media mercato Football-Data,1.2599999999999998
2122,2022-05-21,Ligue 1,Brest,Bordeaux,UNDER25,0.44999999999999996,0.36674816625916873,0.08325183374083123,2.59,Media mercato Football-Data,-1.0
2122,2022-05-21,Ligue 1,Clermont,Lyon,UNDER25,0.35,0.3428571428571429,0.007142857142857062,2.76,Media mercato Football-Data,-1.0
2122,2022-05-21,Ligue 1,Lens,Monaco,OVER25,0.6499999999999999,0.6134663341645885,0.0365336658354114,1.55,Media mercato Football-Data,0.55
2122,2022-05-21,Ligue 1,Lille,Rennes,OVER25,0.6,0.5939086294416244,0.006091370558375608,1.6,Media mercato Football-Data,0.6000000000000001
2122,2022-05-21,Ligue 1,Lorient,Troyes,UNDER25,0.5,0.4545454545454546,0.045454545454545414,2.1,Media mercato Football-Data,1.1
2122,2022-05-21,Ligue 1,Marseille,Strasbourg,UNDER25,0.55,0.451948051948052,0.09805194805194806,2.11,Media mercato Football-Data,-1.0
2122,2022-05-21,Ligue 1,Nantes,St Etienne,OVER25,0.6499999999999999,0.5949367088607596,0.055063291139240356,1.6,Media mercato Football-Data,-1.0
2122,2022-05-21,Ligue 1,Paris SG,Metz,UNDER25,0.30000000000000004,0.23251417769376187,0.06748582230623817,4.06,Media mercato Football-Data,-1.0
2122,2022-05-21,Ligue 1,Reims,Nice,UNDER25,0.5,0.43927648578811374,0.060723514211886265,2.17,Media mercato Football-Data,-1.0
2122,2021-10-30,Serie A,Atalanta,Lazio,OVER25,0.7,0.606516290726817,0.09348370927318295,1.57,Media mercato Football-Data,0.5700000000000001
2122,2021-10-30,Serie A,Verona,Juventus,OVER25,0.65,0.5442708333333333,0.10572916666666676,1.75,Media mercato Football-Data,0.75
2122,2021-10-30,Serie A,Torino,Sampdoria,OVER25,0.6000000000000001,0.5442708333333333,0.05572916666666683,1.75,Media mercato Football-Data,0.75
2122,2021-10-31,Serie A,Inter,Udinese,OVER25,0.6000000000000001,0.5939086294416244,0.006091370558375719,1.6,Media mercato Football-Data,-1.0
2122,2021-10-31,Serie A,Fiorentina,Spezia,OVER25,0.75,0.5903307888040712,0.1596692111959288,1.61,Media mercato Football-Data,0.6100000000000001
2122,2021-10-31,Serie A,Genoa,Venezia,OVER25,0.65,0.4855643044619423,0.1644356955380577,1.96,Media mercato Football-Data,-1.0
2122,2021-10-31,Serie A,Sassuolo,Empoli,OVER25,0.6499999999999999,0.6399026763990268,0.010097323600973152,1.48,Media mercato Football-Data,0.48
2122,2021-10-31,Serie A,Salernitana,Napoli,OVER25,0.6499999999999999,0.6115288220551378,0.0384711779448621,1.55,Media mercato Football-Data,-1.0
2122,2021-10-31,Serie A,Roma,Milan,UNDER25,0.44999999999999996,0.4430051813471503,0.006994818652849677,2.15,Media mercato Football-Data,-1.0
2122,2021-11-01,Serie A,Bologna,Cagliari,OVER25,0.7,0.5684754521963824,0.13152454780361755,1.67,Media mercato Football-Data,-1.0
2122,2021-11-05,Serie A,Empoli,Genoa,OVER25,0.6499999999999999,0.578005115089514,0.07199488491048589,1.65,Media mercato Football-Data,0.6499999999999999
2122,2021-11-06,Serie A,Spezia,Torino,OVER25,0.6000000000000001,0.5390625,0.06093750000000009,1.77,Media mercato Football-Data,-1.0
2122,2021-11-06,Serie A,Juventus,Fiorentina,OVER25,0.6,0.5506493506493506,0.04935064935064937,1.73,Media mercato Football-Data,-1.0
2122,2021-11-06,Serie A,Cagliari,Atalanta,OVER25,0.6499999999999999,0.6314496314496314,0.018550368550368512,1.5,Media mercato Football-Data,0.5
2122,2021-11-07,Serie A,Venezia,Roma,UNDER25,0.44999999999999996,0.42564102564102557,0.024358974358974383,2.24,Media mercato Football-Data,-1.0
2122,2021-11-07,Serie A,Sampdoria,Bologna,OVER25,0.75,0.5633074935400517,0.18669250645994828,1.69,Media mercato Football-Data,0.69
2122,2021-11-07,Serie A,Udinese,Sassuolo,UNDER25,0.5,0.4597402597402597,0.04025974025974027,2.08,Media mercato Football-Data,-1.0
2122,2021-11-07,Serie A,Lazio,Salernitana,OVER25,0.6499999999999999,0.6212871287128713,0.028712871287128627,1.53,Media mercato Football-Data,0.53
2122,2021-11-07,Serie A,Napoli,Verona,OVER25,0.7,0.601010101010101,0.09898989898989896,1.58,Media mercato Football-Data,-1.0
2122,2021-11-07,Serie A,Milan,Inter,OVER25,0.6499999999999999,0.5695876288659795,0.08041237113402044,1.67,Media mercato Football-Data,-1.0
2122,2021-11-20,Serie A,Atalanta,Spezia,OVER25,0.75,0.6921348314606741,0.057865168539325884,1.37,Media mercato Football-Data,0.3700000000000001
2122,2021-11-20,Serie A,Lazio,Juventus,OVER25,0.6,0.5091383812010444,0.0908616187989556,1.88,Media mercato Football-Data,-1.0
2122,2021-11-20,Serie A,Fiorentina,Milan,OVER25,0.55,0.518324607329843,0.031675392670157065,1.84,Media mercato Football-Data,0.8400000000000001
2122,2021-11-21,Serie A,Sassuolo,Cagliari,OVER25,0.7,0.5964467005076142,0.10355329949238579,1.59,Media mercato Football-Data,0.5900000000000001
2122,2021-11-21,Serie A,Bologna,Venezia,OVER25,0.6,0.5456919060052219,0.054308093994778095,1.74,Media mercato Football-Data,-1.0
2122,2021-11-21,Serie A,Salernitana,Sampdoria,OVER25,0.8,0.4921465968586388,0.3078534031413612,1.94,Media mercato Football-Data,-1.0
2122,2021-11-21,Serie A,Inter,Napoli,OVER25,0.55,0.5392670157068064,0.010732984293193693,1.76,Media mercato Football-Data,0.76
2122,2021-11-21,Serie A,Genoa,Roma,OVER25,0.6499999999999999,0.5892857142857143,0.06071428571428561,1.61,Media mercato Football-Data,-1.0
2122,2021-11-22,Serie A,Verona,Empoli,OVER25,0.7,0.5954198473282442,0.1045801526717558,1.59,Media mercato Football-Data,0.5900000000000001
2122,2021-11-22,Serie A,Torino,Udinese,UNDER25,0.7,0.5595854922279793,0.1404145077720207,1.7,Media mercato Football-Data,-1.0
2122,2021-11-26,Serie A,Cagliari,Salernitana,OVER25,0.55,0.4595300261096606,0.09046997389033945,2.07,Media mercato Football-Data,-1.0
2122,2021-11-27,Serie A,Empoli,Fiorentina,OVER25,0.6499999999999999,0.5621761658031088,0.0878238341968911,1.69,Media mercato Football-Data,0.69
2122,2021-11-27,Serie A,Sampdoria,Verona,OVER25,0.8500000000000001,0.518324607329843,0.3316753926701571,1.84,Media mercato Football-Data,0.8400000000000001
2122,2021-11-27,Serie A,Juventus,Atalanta,OVER25,0.6000000000000001,0.5546875,0.04531250000000009,1.71,Media mercato Football-Data,-1.0
2122,2021-11-27,Serie A,Venezia,Inter,UNDER25,0.5,0.4143222506393862,0.08567774936061379,2.29,Media mercato Football-Data,1.29
2122,2021-11-28,Serie A,Udinese,Genoa,OVER25,0.5,0.48167539267015713,0.018324607329842868,1.98,Media mercato Football-Data,-1.0
2122,2021-11-28,Serie A,Milan,Sassuolo,OVER25,0.7,0.6237623762376239,0.07623762376237608,1.52,Media mercato Football-Data,0.52
2122,2021-11-28,Serie A,Spezia,Bologna,OVER25,0.75,0.5404699738903395,0.20953002610966054,1.76,Media mercato Football-Data,-1.0
2122,2021-11-28,Serie A,Roma,Torino,UNDER25,0.6,0.4659685863874345,0.1340314136125655,2.04,Media mercato Football-Data,1.04
2122,2021-11-28,Serie A,Napoli,Lazio,OVER25,0.6,0.5725388601036269,0.02746113989637311,1.65,Media mercato Football-Data,0.6499999999999999
2122,2021-11-30,Serie A,Atalanta,Venezia,UNDER25,0.44999999999999996,0.36855036855036855,0.08144963144963141,2.57,Media mercato Football-Data,-1.0
2122,2021-11-30,Serie A,Fiorentina,Sampdoria,OVER25,0.75,0.5532467532467532,0.1967532467532468,1.72,Media mercato Football-Data,0.72
2122,2021-11-30,Serie A,Salernitana,Juventus,UNDER25,0.55,0.45312499999999994,0.0968750000000001,2.1,Media mercato Football-Data,1.1
2122,2021-11-30,Serie A,Verona,Cagliari,OVER25,0.65,0.5831202046035805,0.06687979539641953,1.63,Media mercato Football-Data,-1.0
2122,2021-12-01,Serie A,Bologna,Roma,UNDER25,0.5,0.44791666666666663,0.05208333333333337,2.12,Media mercato Football-Data,1.12
2122,2021-12-01,Serie A,Inter,Spezia,UNDER25,0.4,0.3099547511312218,0.09004524886877824,3.05,Media mercato Football-Data,2.05
2122,2021-12-01,Serie A,Genoa,Milan,OVER25,0.6,0.5468749999999999,0.05312500000000009,1.74,Media mercato Football-Data,0.74
2122,2021-12-01,Serie A,Sassuolo,Napoli,OVER25,0.7,0.6055276381909548,0.09447236180904517,1.57,Media mercato Football-Data,0.5700000000000001
2122,2021-12-02,Serie A,Torino,Empoli,UNDER25,0.5,0.48031496062992135,0.01968503937007865,1.98,Media mercato Football-Data,-1.0
2122,2021-12-02,Serie A,Lazio,Udinese,UNDER25,0.5,0.4583333333333333,0.041666666666666685,2.08,Media mercato Football-Data,-1.0
2122,2021-12-04,Serie A,Milan,Salernitana,UNDER25,0.3999999999999999,0.36919315403422975,0.030806845965770158,2.58,Media mercato Football-Data,1.58
2122,2021-12-04,Serie A,Roma,Inter,UNDER25,0.6,0.4318766066838046,0.16812339331619536,2.21,Media mercato Football-Data,-1.0
2122,2021-12-04,Serie A,Napoli,Atalanta,OVER25,0.65,0.5790816326530612,0.0709183673469388,1.65,Media mercato Football-Data,0.6499999999999999
2122,2021-12-05,Serie A,Bologna,Fiorentina,OVER25,0.55,0.5195822454308094,0.030417754569190603,1.84,Media mercato Football-Data,0.8400000000000001
2122,2021-12-05,Serie A,Spezia,Sassuolo,OVER25,0.75,0.6055276381909548,0.1444723618090452,1.57,Media mercato Football-Data,0.5700000000000001
2122,2021-12-05,Serie A,Venezia,Verona,OVER25,0.55,0.4921465968586388,0.057853403141361226,1.94,Media mercato Football-Data,0.94
2122,2021-12-05,Serie A,Sampdoria,Lazio,OVER25,0.8500000000000001,0.5732647814910026,0.2767352185089975,1.66,Media mercato Football-Data,0.6599999999999999
2122,2021-12-05,Serie A,Juventus,Genoa,UNDER25,0.6,0.42673521850899737,0.1732647814910026,2.23,Media mercato Football-Data,1.23
2122,2021-12-06,Serie A,Empoli,Udinese,OVER25,0.6000000000000001,0.5104712041884817,0.0895287958115184,1.87,Media mercato Football-Data,0.8700000000000001
2122,2021-12-06,Serie A,Cagliari,Torino,UNDER25,0.55,0.5392670157068064,0.010732984293193693,1.76,Media mercato Football-Data,0.76
2122,2021-12-10,Serie A,Genoa,Sampdoria,OVER25,0.65,0.441860465116279,0.208139534883721,2.16,Media mercato Football-Data,1.1600000000000001
2122,2021-12-11,Serie A,Fiorentina,Salernitana,UNDER25,0.44999999999999996,0.42820512820512824,0.021794871794871717,2.23,Media mercato Football-Data,-1.0
2122,2021-12-11,Serie A,Venezia,Juventus,UNDER25,0.65,0.4557291666666667,0.19427083333333334,2.09,Media mercato Football-Data,1.0899999999999999
2122,2021-12-11,Serie A,Udinese,Milan,OVER25,0.6,0.4973821989528796,0.10261780104712037,1.92,Media mercato Football-Data,-1.0
2122,2021-12-12,Serie A,Torino,Bologna,UNDER25,0.55,0.5390625,0.010937500000000044,1.77,Media mercato Football-Data,-1.0
2122,2021-12-12,Serie A,Verona,Atalanta,OVER25,0.75,0.6134663341645885,0.1365336658354115,1.55,Media mercato Football-Data,0.55
2122,2021-12-12,Serie A,Napoli,Empoli,OVER25,0.7,0.6474820143884892,0.052517985611510776,1.47,Media mercato Football-Data,-1.0
2122,2021-12-12,Serie A,Sassuolo,Lazio,OVER25,0.9,0.6125,0.2875,1.55,Media mercato Football-Data,0.55
2122,2021-12-12,Serie A,Inter,Cagliari,UNDER25,0.55,0.2967032967032967,0.25329670329670334,3.2,Media mercato Football-Data,-1.0
2122,2021-12-13,Serie A,Roma,Spezia,UNDER25,0.5,0.38308457711442784,0.11691542288557216,2.48,Media mercato Football-Data,1.48
2122,2021-12-17,Serie A,Lazio,Genoa,OVER25,0.65,0.5169712793733681,0.13302872062663196,1.85,Media mercato Football-Data,0.8500000000000001
2122,2021-12-17,Serie A,Salernitana,Inter,UNDER25,0.55,0.3420427553444181,0.20795724465558196,2.77,Media mercato Football-Data,-1.0
2122,2021-12-18,Serie A,Atalanta,Roma,UNDER25,0.3999999999999999,0.3919597989949749,0.008040201005025005,2.42,Media mercato Football-Data,-1.0
2122,2021-12-18,Serie A,Bologna,Juventus,UNDER25,0.65,0.5,0.15000000000000002,1.91,Media mercato Football-Data,0.9099999999999999
2122,2021-12-18,Serie A,Cagliari,Udinese,OVER25,0.5,0.4895287958115184,0.010471204188481575,1.95,Media mercato Football-Data,0.95
2122,2021-12-19,Serie A,Fiorentina,Sassuolo,OVER25,0.85,0.6144278606965174,0.23557213930348253,1.55,Media mercato Football-Data,0.55
2122,2021-12-19,Serie A,Spezia,Empoli,OVER25,0.65,0.5924050632911392,0.057594936708860844,1.61,Media mercato Football-Data,-1.0
2122,2021-12-19,Serie A,Sampdoria,Venezia,OVER25,0.7,0.5442708333333333,0.1557291666666667,1.75,Media mercato Football-Data,-1.0
2122,2021-12-19,Serie A,Torino,Verona,OVER25,0.6,0.4947643979057591,0.10523560209424088,1.93,Media mercato Football-Data,-1.0
2122,2021-12-19,Serie A,Milan,Napoli,OVER25,0.55,0.5300261096605744,0.01997389033942565,1.8,Media mercato Football-Data,-1.0
2122,2021-12-21,Serie A,Genoa,Atalanta,OVER25,0.65,0.6169154228855721,0.033084577114427915,1.54,Media mercato Football-Data,-1.0
2122,2021-12-21,Serie A,Juventus,Cagliari,UNDER25,0.6,0.43927648578811374,0.16072351421188624,2.17,Media mercato Football-Data,1.17
2122,2021-12-22,Serie A,Sassuolo,Bologna,OVER25,0.75,0.5949367088607596,0.15506329113924044,1.6,Media mercato Football-Data,0.6000000000000001
2122,2021-12-22,Serie A,Venezia,Lazio,OVER25,0.65,0.5274151436031332,0.12258485639686678,1.81,Media mercato Football-Data,0.81
2122,2021-12-22,Serie A,Inter,Torino,UNDER25,0.55,0.40909090909090917,0.14090909090909087,2.34,Media mercato Football-Data,1.3399999999999999
2122,2021-12-22,Serie A,Roma,Sampdoria,OVER25,0.65,0.5852417302798981,0.0647582697201019,1.63,Media mercato Football-Data,-1.0
2122,2021-12-22,Serie A,Verona,Fiorentina,OVER25,0.7,0.5595854922279793,0.1404145077720207,1.7,Media mercato Football-Data,-1.0
2122,2021-12-22,Serie A,Empoli,Milan,UNDER25,0.4,0.3954659949622167,0.00453400503778334,2.4,Media mercato Football-Data,-1.0
2122,2021-12-22,Serie A,Napoli,Spezia,UNDER25,0.55,0.3542168674698795,0.19578313253012053,2.68,Media mercato Football-Data,1.6800000000000002
2122,2022-01-06,Serie A,Sampdoria,Cagliari,OVER25,0.6,0.53125,0.06874999999999998,1.8,Media mercato Football-Data,0.8
2122,2022-01-06,Serie A,Lazio,Empoli,OVER25,0.75,0.6299019607843138,0.12009803921568618,1.51,Media mercato Football-Data,0.51
2122,2022-01-06,Serie A,Spezia,Verona,UNDER25,0.6,0.46736292428198434,0.13263707571801564,2.04,Media mercato Football-Data,-1.0
2122,2022-01-06,Serie A,Sassuolo,Genoa,OVER25,0.7,0.5794871794871795,0.12051282051282042,1.64,Media mercato Football-Data,-1.0
2122,2022-01-06,Serie A,Milan,Roma,UNDER25,0.5,0.4481865284974093,0.05181347150259069,2.13,Media mercato Football-Data,-1.0
2122,2022-01-06,Serie A,Juventus,Napoli,UNDER25,0.65,0.5248041775456919,0.12519582245430816,1.82,Media mercato Football-Data,0.8200000000000001
2122,2022-01-09,Serie A,Empoli,Sassuolo,OVER25,0.8500000000000001,0.65311004784689,0.19688995215311011,1.45,Media mercato Football-Data,0.44999999999999996
2122,2022-01-09,Serie A,Venezia,Milan,OVER25,0.55,0.5248041775456919,0.02519582245430818,1.82,Media mercato Football-Data,0.8200000000000001
2122,2022-01-09,Serie A,Napoli,Sampdoria,UNDER25,0.44999999999999996,0.411764705882353,0.03823529411764698,2.3,Media mercato Football-Data,1.2999999999999998
2122,2022-01-09,Serie A,Udinese,Atalanta,OVER25,0.65,0.5721649484536083,0.0778350515463917,1.66,Media mercato Football-Data,0.6599999999999999
2122,2022-01-09,Serie A,Genoa,Spezia,UNDER25,0.6,0.5352480417754569,0.06475195822454305,1.78,Media mercato Football-Data,0.78
2122,2022-01-09,Serie A,Roma,Juventus,UNDER25,0.7,0.4973821989528796,0.20261780104712035,1.92,Media mercato Football-Data,-1.0
2122,2022-01-09,Serie A,Inter,Lazio,OVER25,0.65,0.6194029850746269,0.030597014925373145,1.53,Media mercato Football-Data,0.53
2122,2022-01-09,Serie A,Verona,Salernitana,UNDER25,0.44999999999999996,0.42673521850899737,0.023264781491002584,2.23,Media mercato Football-Data,-1.0
2122,2022-01-11,Serie A,Cagliari,Bologna,OVER25,0.5,0.48429319371727747,0.01570680628272253,1.97,Media mercato Football-Data,0.97
2122,2022-01-15,Serie A,Sampdoria,Torino,OVER25,0.55,0.47780678851174935,0.0721932114882507,2.0,Media mercato Football-Data,1.0
2122,2022-01-15,Serie A,Salernitana,Lazio,OVER25,0.7,0.5633074935400517,0.13669250645994824,1.69,Media mercato Football-Data,0.69
2122,2022-01-15,Serie A,Juventus,Udinese,UNDER25,0.65,0.4895287958115184,0.1604712041884816,1.95,Media mercato Football-Data,0.95
2122,2022-01-16,Serie A,Sassuolo,Verona,OVER25,0.75,0.6115288220551378,0.1384711779448622,1.55,Media mercato Football-Data,0.55
2122,2022-01-16,Serie A,Venezia,Empoli,OVER25,0.65,0.5621761658031088,0.08782383419689122,1.69,Media mercato Football-Data,-1.0
2122,2022-01-16,Serie A,Roma,Cagliari,UNDER25,0.44999999999999996,0.41687979539641945,0.033120204603580505,2.28,Media mercato Football-Data,1.2799999999999998
2122,2022-01-16,Serie A,Atalanta,Inter,OVER25,0.65,0.595959595959596,0.054040404040404,1.6,Media mercato Football-Data,-1.0
2122,2022-01-17,Serie A,Bologna,Napoli,UNDER25,0.55,0.5130890052356021,0.036910994764397964,1.86,Media mercato Football-Data,0.8600000000000001
2122,2022-01-17,Serie A,Milan,Spezia,UNDER25,0.55,0.39898989898989906,0.15101010101010098,2.38,Media mercato Football-Data,-1.0
2122,2022-01-17,Serie A,Fiorentina,Genoa,OVER25,0.6000000000000001,0.5352480417754569,0.06475195822454316,1.78,Media mercato Football-Data,0.78
2122,2022-01-21,Serie A,Verona,Bologna,OVER25,0.6,0.5390625,0.06093749999999998,1.77,Media mercato Football-Data,0.77
2122,2022-01-22,Serie A,Genoa,Udinese,OVER25,0.5,0.4545454545454546,0.045454545454545414,2.1,Media mercato Football-Data,-1.0
2122,2022-01-22,Serie A,Inter,Venezia,UNDER25,0.5,0.29735682819383263,0.20264317180616737,3.19,Media mercato Football-Data,-1.0
2122,2022-01-22,Serie A,Lazio,Atalanta,OVER25,0.8,0.6035353535353536,0.19646464646464645,1.57,Media mercato Football-Data,-1.0
2122,2022-01-23,Serie A,Cagliari,Fiorentina,OVER25,0.65,0.5416666666666667,0.10833333333333328,1.76,Media mercato Football-Data,-1.0
2122,2022-01-23,Serie A,Napoli,Salernitana,UNDER25,0.55,0.32183908045977005,0.22816091954023,2.95,Media mercato Football-Data,-1.0
2122,2022-01-23,Serie A,Spezia,Sampdoria,UNDER25,0.5,0.48818897637795283,0.011811023622047168,1.95,Media mercato Football-Data,0.95
2122,2022-01-23,Serie A,Torino,Sassuolo,OVER25,0.7,0.570694087403599,0.129305912596401,1.67,Media mercato Football-Data,-1.0
2122,2022-01-23,Serie A,Empoli,Roma,UNDER25,0.44999999999999996,0.3643031784841076,0.08569682151589236,2.6,Media mercato Football-Data,-1.0
2122,2022-01-23,Serie A,Milan,Juventus,UNDER25,0.6000000000000001,0.5052356020942408,0.0947643979057593,1.89,Media mercato Football-Data,0.8899999999999999
2122,2022-02-05,Serie A,Roma,Genoa,UNDER25,0.55,0.41475826972010177,0.13524173027989828,2.3,Media mercato Football-Data,1.2999999999999998
2122,2022-02-05,Serie A,Inter,Milan,OVER25,0.6,0.5633074935400517,0.03669250645994826,1.69,Media mercato Football-Data,0.69
2122,2022-02-05,Serie A,Fiorentina,Lazio,OVER25,0.8500000000000001,0.5581395348837209,0.29186046511627917,1.71,Media mercato Football-Data,0.71
2122,2022-02-06,Serie A,Atalanta,Cagliari,UNDER25,0.5,0.33098591549295775,0.16901408450704225,2.85,Media mercato Football-Data,-1.0
2122,2022-02-06,Serie A,Bologna,Empoli,OVER25,0.6,0.5903307888040712,0.009669211195928784,1.61,Media mercato Football-Data,-1.0
2122,2022-02-06,Serie A,Sampdoria,Sassuolo,OVER25,0.7,0.5949367088607596,0.1050632911392404,1.6,Media mercato Football-Data,0.6000000000000001
2122,2022-02-06,Serie A,Venezia,Napoli,UNDER25,0.55,0.4318766066838046,0.11812339331619542,2.21,Media mercato Football-Data,1.21
2122,2022-02-06,Serie A,Udinese,Torino,OVER25,0.55,0.4493506493506493,0.10064935064935077,2.12,Media mercato Football-Data,-1.0
2122,2022-02-06,Serie A,Juventus,Verona,UNDER25,0.6000000000000001,0.4583333333333333,0.14166666666666677,2.08,Media mercato Football-Data,1.08
2122,2022-02-07,Serie A,Salernitana,Spezia,UNDER25,0.55,0.49868766404199477,0.05131233595800527,1.91,Media mercato Football-Data,-1.0
2122,2022-02-12,Serie A,Lazio,Bologna,OVER25,0.7,0.5492227979274612,0.15077720207253875,1.74,Media mercato Football-Data,0.74
2122,2022-02-12,Serie A,Napoli,Inter,UNDER25,0.55,0.4830287206266319,0.06697127937336816,1.98,Media mercato Football-Data,0.98
2122,2022-02-12,Serie A,Torino,Venezia,UNDER25,0.55,0.4921465968586388,0.057853403141361226,1.94,Media mercato Football-Data,-1.0
2122,2022-02-13,Serie A,Milan,Sampdoria,OVER25,0.6,0.5816326530612244,0.01836734693877562,1.64,Media mercato Football-Data,-1.0
2122,2022-02-13,Serie A,Empoli,Cagliari,UNDER25,0.44999999999999996,0.4096692111959288,0.04033078880407115,2.32,Media mercato Football-Data,1.3199999999999998
2122,2022-02-13,Serie A,Genoa,Salernitana,OVER25,0.5,0.47519582245430814,0.024804177545691863,2.01,Media mercato Football-Data,-1.0
2122,2022-02-13,Serie A,Verona,Udinese,OVER25,0.55,0.4947643979057591,0.05523560209424094,1.93,Media mercato Football-Data,0.9299999999999999
2122,2022-02-13,Serie A,Sassuolo,Roma,OVER25,0.65,0.602015113350126,0.04798488664987399,1.58,Media mercato Football-Data,0.5800000000000001
2122,2022-02-13,Serie A,Atalanta,Juventus,UNDER25,0.65,0.48825065274151447,0.16174934725848555,1.96,Media mercato Football-Data,0.96
2122,2022-02-14,Serie A,Spezia,Fiorentina,OVER25,0.6000000000000001,0.548051948051948,0.051948051948052076,1.74,Media mercato Football-Data,0.74
2122,2022-02-18,Serie A,Juventus,Torino,UNDER25,0.7,0.5466321243523315,0.1533678756476684,1.75,Media mercato Football-Data,0.75
2122,2022-02-19,Serie A,Sampdoria,Empoli,UNDER25,0.5,0.4366925064599483,0.06330749354005172,2.18,Media mercato Football-Data,1.1800000000000002
2122,2022-02-19,Serie A,Roma,Verona,OVER25,0.6499999999999999,0.5506493506493506,0.0993506493506493,1.73,Media mercato Football-Data,0.73
2122,2022-02-19,Serie A,Salernitana,Milan,UNDER25,0.44999999999999996,0.4183673469387755,0.03163265306122448,2.28,Media mercato Football-Data,-1.0
2122,2022-02-20,Serie A,Fiorentina,Atalanta,OVER25,0.7,0.5569948186528497,0.14300518134715023,1.71,Media mercato Football-Data,-1.0
2122,2022-02-20,Serie A,Venezia,Genoa,UNDER25,0.55,0.5390625,0.010937500000000044,1.77,Media mercato Football-Data,0.77
2122,2022-02-20,Serie A,Inter,Sassuolo,OVER25,0.7,0.6921348314606741,0.00786516853932584,1.37,Media mercato Football-Data,-1.0
2122,2022-02-20,Serie A,Udinese,Lazio,OVER25,0.7,0.4947643979057591,0.20523560209424085,1.93,Media mercato Football-Data,-1.0
2122,2022-02-21,Serie A,Cagliari,Napoli,UNDER25,0.65,0.42930591259640094,0.22069408740359908,2.22,Media mercato Football-Data,1.2200000000000002
2122,2022-02-21,Serie A,Bologna,Spezia,OVER25,0.55,0.5091863517060368,0.04081364829396328,1.87,Media mercato Football-Data,0.8700000000000001
2122,2022-02-25,Serie A,Milan,Udinese,OVER25,0.55,0.5039164490861618,0.0460835509138382,1.9,Media mercato Football-Data,-1.0
2122,2022-02-25,Serie A,Genoa,Inter,UNDER25,0.55,0.4065656565656566,0.14343434343434347,2.35,Media mercato Football-Data,1.35
2122,2022-02-26,Serie A,Salernitana,Bologna,OVER25,0.7,0.5013054830287206,0.19869451697127938,1.91,Media mercato Football-Data,-1.0
2122,2022-02-26,Serie A,Empoli,Juventus,UNDER25,0.75,0.45077720207253885,0.29922279792746115,2.12,Media mercato Football-Data,-1.0
2122,2022-02-26,Serie A,Sassuolo,Fiorentina,OVER25,0.7,0.5924050632911392,0.10759493670886078,1.61,Media mercato Football-Data,0.6100000000000001
2122,2022-02-27,Serie A,Torino,Cagliari,UNDER25,0.55,0.5117493472584856,0.0382506527415144,1.87,Media mercato Football-Data,-1.0
