target,league,selection,min_edge,min_odds,max_odds,bets,profit_units,roi,hit_rate,avg_odds,tested_seasons,positive_seasons,worst_season_roi
OU25,England National League,OVER25,0.05,1.5,2.5,166,13.3,0.08012048192771085,0.5662650602409639,1.9363253012048194,3,3,0.03676470588235294
OU25,England National League,OVER25,0.05,1.5,3.0,166,13.3,0.08012048192771085,0.5662650602409639,1.9363253012048194,3,3,0.03676470588235294
OU25,England National League,OVER25,0.05,1.5,4.0,166,13.3,0.08012048192771085,0.5662650602409639,1.9363253012048194,3,3,0.03676470588235294
OU25,England National League,OVER25,0.05,1.5,,166,13.3,0.08012048192771085,0.5662650602409639,1.9363253012048194,3,3,0.03676470588235294
OU25,Greece Super League,OVER25,0.05,1.8,2.2,145,11.489999999999995,0.07924137931034479,0.5379310344827586,2.0164827586206897,3,3,0.02718750000000001
OU25,Greece Super League,TUTTI,0.03,2.0,,327,25.25,0.077217125382263,0.4801223241590214,2.300030581039755,3,3,0.06682242990654207
OU25,Germany 2. Bundesliga,UNDER25,0.12,1.35,2.5,160,11.96,0.07475000000000001,0.475,2.2584375000000003,3,3,0.029411764705882346
OU25,Germany 2. Bundesliga,UNDER25,0.12,1.5,2.5,160,11.96,0.07475000000000001,0.475,2.2584375000000003,3,3,0.029411764705882346
OU25,Germany 2. Bundesliga,UNDER25,0.12,1.65,2.5,160,11.96,0.07475000000000001,0.475,2.2584375000000003,3,3,0.029411764705882346
OU25,Germany 2. Bundesliga,UNDER25,0.12,1.8,2.5,160,11.96,0.07475000000000001,0.475,2.2584375000000003,3,3,0.029411764705882346
OU25,Italy Serie A,UNDER25,0.09,1.35,3.0,141,10.51,0.07453900709219859,0.49645390070921985,2.1754609929078015,3,3,0.012325581395348832
OU25,Italy Serie A,UNDER25,0.09,1.5,3.0,141,10.51,0.07453900709219859,0.49645390070921985,2.1754609929078015,3,3,0.012325581395348832
OU25,Italy Serie A,UNDER25,0.09,1.65,3.0,138,10.260000000000002,0.07434782608695653,0.4927536231884058,2.187826086956522,3,3,0.012325581395348832
OU25,England National League,OVER25,0.05,1.35,2.5,170,12.249999999999998,0.07205882352941176,0.5647058823529412,1.9254117647058824,3,3,0.049142857142857134
OU25,England National League,OVER25,0.05,1.35,3.0,170,12.249999999999998,0.07205882352941176,0.5647058823529412,1.9254117647058824,3,3,0.049142857142857134
OU25,England National League,OVER25,0.05,1.35,4.0,170,12.249999999999998,0.07205882352941176,0.5647058823529412,1.9254117647058824,3,3,0.049142857142857134
OU25,England National League,OVER25,0.05,1.35,,170,12.249999999999998,0.07205882352941176,0.5647058823529412,1.9254117647058824,3,3,0.049142857142857134
OU25,Greece Super League,TUTTI,0.03,1.65,2.5,452,32.08,0.07097345132743363,0.5199115044247787,2.067433628318584,3,3,0.008125
OU25,Germany 2. Bundesliga,TUTTI,0.09,2.0,2.5,258,18.13,0.07027131782945736,0.4728682170542636,2.2629457364341086,3,3,0.03819047619047617
OU25,Germany 2. Bundesliga,UNDER25,0.09,2.0,2.5,257,16.93,0.06587548638132296,0.4708171206225681,2.2631906614785993,3,3,0.03819047619047617
OU25,Netherlands Eredivisie,UNDER25,0.05,1.8,2.2,180,11.5,0.06388888888888888,0.5222222222222223,2.0445555555555552,3,3,0.03749999999999999
OU25,Netherlands Eredivisie,TUTTI,0.05,1.8,2.2,222,13.769999999999992,0.06202702702702699,0.527027027027027,2.023513513513514,3,3,0.04911764705882353
OU25,Netherlands Eredivisie,UNDER25,0.03,1.8,2.2,202,11.850000000000001,0.058663366336633674,0.5198019801980198,2.044009900990099,3,3,0.0013333333333333272
OU25,Germany 2. Bundesliga,TUTTI,0.09,1.8,2.5,281,15.93,0.05669039145907473,0.47330960854092524,2.2329537366548045,3,3,0.022068965517241353
