target,league,selection,min_edge,min_odds,max_odds,bets,profit_units,roi,hit_rate,avg_odds,tested_seasons,positive_seasons,worst_season_roi
BTTS,La Liga,TUTTI,0.12,1.85,3.0,133,3.069999999999999,0.023082706766917285,0.40601503759398494,2.490075187969925,1,1,0.17380952380952383
OU25,Premier League,UNDER25,0.12,2.0,,316,7.16,0.022658227848101266,0.36075949367088606,2.906487341772152,7,4,-0.29458333333333336
OU25,Premier League,UNDER25,0.12,1.4,4.0,307,6.4,0.020846905537459284,0.36807817589576547,2.838957654723127,7,4,-0.29458333333333336
OU25,Premier League,UNDER25,0.12,1.55,4.0,307,6.4,0.020846905537459284,0.36807817589576547,2.838957654723127,7,4,-0.29458333333333336
OU25,Premier League,UNDER25,0.12,1.7,4.0,307,6.4,0.020846905537459284,0.36807817589576547,2.838957654723127,7,4,-0.29458333333333336
OU25,Premier League,UNDER25,0.12,1.85,4.0,307,6.4,0.020846905537459284,0.36807817589576547,2.838957654723127,7,4,-0.29458333333333336
BTTS,La Liga,BTTS_NO,0.09,1.4,2.2,47,0.9499999999999988,0.020212765957446786,0.48936170212765956,2.0925531914893623,0,0,
BTTS,La Liga,BTTS_NO,0.09,1.55,2.2,47,0.9499999999999988,0.020212765957446786,0.48936170212765956,2.0925531914893623,0,0,
BTTS,La Liga,BTTS_NO,0.09,1.7,2.2,47,0.9499999999999988,0.020212765957446786,0.48936170212765956,2.0925531914893623,0,0,
BTTS,La Liga,BTTS_NO,0.09,1.85,2.2,47,0.9499999999999988,0.020212765957446786,0.48936170212765956,2.0925531914893623,0,0,
OU25,Premier League,TUTTI,0.09,1.7,2.2,171,3.41,0.019941520467836257,0.49707602339181284,2.0448538011695905,1,1,0.2372
BTTS,TUTTI,BTTS_YES,0.12,1.85,4.0,112,2.1999999999999984,0.01964285714285713,0.41964285714285715,2.3797321428571427,1,0,-0.16230769230769232
BTTS,TUTTI,BTTS_YES,0.12,1.85,,112,2.1999999999999984,0.01964285714285713,0.41964285714285715,2.3797321428571427,1,0,-0.16230769230769232
BTTS,La Liga,TUTTI,0.12,2.0,4.0,138,2.600000000000001,0.018840579710144936,0.39855072463768115,2.5474637681159416,3,3,0.01173913043478261
BTTS,La Liga,TUTTI,0.12,2.0,,138,2.600000000000001,0.018840579710144936,0.39855072463768115,2.5474637681159416,3,3,0.01173913043478261
BTTS,TUTTI,BTTS_YES,0.12,2.0,3.0,105,1.8899999999999975,0.017999999999999974,0.41904761904761906,2.38447619047619,1,0,-0.09250000000000001
BTTS,TUTTI,BTTS_YES,0.12,1.4,4.0,114,1.889999999999998,0.016578947368421033,0.42105263157894735,2.3689473684210527,1,0,-0.13074074074074074
BTTS,TUTTI,BTTS_YES,0.12,1.4,,114,1.889999999999998,0.016578947368421033,0.42105263157894735,2.3689473684210527,1,0,-0.13074074074074074
BTTS,TUTTI,BTTS_YES,0.12,1.55,4.0,114,1.889999999999998,0.016578947368421033,0.42105263157894735,2.3689473684210527,1,0,-0.13074074074074074
BTTS,TUTTI,BTTS_YES,0.12,1.55,,114,1.889999999999998,0.016578947368421033,0.42105263157894735,2.3689473684210527,1,0,-0.13074074074074074
OU25,Premier League,UNDER25,0.12,1.4,2.5,79,1.259999999999998,0.015949367088607568,0.4430379746835443,2.3391139240506327,0,0,
OU25,Premier League,UNDER25,0.12,1.55,2.5,79,1.259999999999998,0.015949367088607568,0.4430379746835443,2.3391139240506327,0,0,
OU25,Premier League,UNDER25,0.12,1.7,2.5,79,1.259999999999998,0.015949367088607568,0.4430379746835443,2.3391139240506327,0,0,
OU25,Premier League,UNDER25,0.12,1.85,2.5,79,1.259999999999998,0.015949367088607568,0.4430379746835443,2.3391139240506327,0,0,
BTTS,La Liga,TUTTI,0.12,1.4,4.0,142,2.2399999999999998,0.015774647887323943,0.4014084507042254,2.5284507042253517,3,3,0.01173913043478261
