test_season,date,league,selection,edge,odds,profit_units
2324,2024-02-24,Premier League,A,0.04991630536611469,1.42,0.41999999999999993
2324,2024-02-24,Premier League,D,0.01616228163499797,3.93,2.93
2324,2024-02-24,Premier League,H,0.0210971973403023,2.01,1.0099999999999998
2324,2024-02-24,Premier League,D,0.06102955608997154,4.47,-1.0
2324,2024-02-24,Serie A,A,0.09278630554579886,3.57,-1.0
2324,2024-02-24,Serie A,D,0.06344171145745148,3.23,-1.0
2324,2024-02-24,Serie A,D,0.107299902834599,3.4,-1.0
2324,2024-02-25,Bundesliga,H,0.05194371653757057,2.28,1.2799999999999998
2324,2024-02-25,Bundesliga,H,0.035501716720113596,1.51,-1.0
2324,2024-02-25,Bundesliga,A,0.03429825518673302,3.22,-1.0
2324,2024-02-25,La Liga,A,0.002557949569830076,2.21,-1.0
2324,2024-02-25,La Liga,H,0.06075577075745775,3.08,-1.0
2324,2024-02-25,La Liga,H,0.02484488505285576,2.41,-1.0
2324,2024-02-25,La Liga,H,0.056167295743859924,1.3,0.30000000000000004
2324,2024-02-25,Ligue 1,A,0.028148401864418637,2.41,1.4100000000000001
2324,2024-02-25,Ligue 1,A,0.05920136436797574,2.88,1.88
2324,2024-02-25,Ligue 1,A,0.033590468412348945,4.74,-1.0
2324,2024-02-25,Ligue 1,H,0.022051038595263805,1.47,-1.0
2324,2024-02-25,Ligue 1,H,0.029839124790890348,1.46,-1.0
2324,2024-02-25,Ligue 1,D,0.05107788802900365,3.6,-1.0
2324,2024-02-25,Premier League,H,0.051021381624645534,1.46,0.45999999999999996
2324,2024-02-25,Serie A,D,0.03827964197089889,3.71,2.71
2324,2024-02-25,Serie A,A,0.009756182260384591,9.61,-1.0
2324,2024-02-25,Serie A,D,0.06578301645605256,4.65,-1.0
2324,2024-02-25,Serie A,D,0.12834039007738246,3.5,2.5
2324,2024-02-26,La Liga,H,0.011865884976789864,1.66,0.6599999999999999
2324,2024-02-26,Premier League,A,0.02540990713578517,2.73,-1.0
2324,2024-02-26,Serie A,D,0.02857972361534733,3.2,-1.0
2324,2024-02-26,Serie A,D,0.05822989735289569,3.31,-1.0
2324,2024-02-28,Serie A,D,0.06537881622957703,4.09,-1.0
2324,2024-02-28,Serie A,D,0.032593260810777874,3.93,-1.0
2324,2024-03-01,Bundesliga,D,0.0075872214842447605,4.78,3.7800000000000002
2324,2024-03-01,La Liga,H,0.06394772426580553,1.86,0.8600000000000001
2324,2024-03-01,Ligue 1,A,0.018706973348539935,2.03,-1.0
2324,2024-03-01,Serie A,A,0.032008287482621633,2.22,1.2200000000000002
2324,2024-03-02,Bundesliga,A,0.05903778380456659,1.65,0.6499999999999999
2324,2024-03-02,Bundesliga,H,0.055769183534451094,2.85,-1.0
2324,2024-03-02,Bundesliga,A,0.056027206303183086,2.56,1.56
2324,2024-03-02,Bundesliga,H,0.04641964604952242,1.97,-1.0
2324,2024-03-02,Bundesliga,H,0.04810750653828594,3.44,-1.0
2324,2024-03-02,Bundesliga,H,0.05666798152162167,3.26,-1.0
2324,2024-03-02,La Liga,A,0.017340767000161905,4.15,-1.0
2324,2024-03-02,La Liga,H,0.06558198242818164,2.6,1.6
2324,2024-03-02,La Liga,A,0.06369528864076979,1.67,-1.0
2324,2024-03-02,La Liga,H,0.02400013679780766,1.83,-1.0
2324,2024-03-02,Ligue 1,A,0.029423517083077333,1.88,0.8799999999999999
2324,2024-03-02,Ligue 1,D,0.024888167986707455,3.36,-1.0
2324,2024-03-02,Premier League,D,0.03282527282576114,3.86,2.86
2324,2024-03-02,Premier League,H,0.04793064897642357,2.09,-1.0
2324,2024-03-02,Premier League,D,0.022302005171046968,3.64,-1.0
2324,2024-03-02,Premier League,D,0.03175077400858076,4.3,-1.0
2324,2024-03-02,Premier League,D,0.04903810603843575,3.95,-1.0
2324,2024-03-02,Premier League,H,0.006032939022401401,5.63,-1.0
2324,2024-03-02,Premier League,A,0.031847626267170664,6.26,-1.0
2324,2024-03-02,Serie A,D,0.027464414175174368,3.47,-1.0
2324,2024-03-02,Serie A,A,0.04054554519483261,2.89,-1.0
2324,2024-03-02,Serie A,H,0.0472744598369782,1.67,-1.0
2324,2024-03-03,Bundesliga,H,0.06953632105274461,8.43,-1.0
2324,2024-03-03,Bundesliga,H,0.0783413001968381,1.95,0.95
2324,2024-03-03,La Liga,A,0.0030881523016015877,2.42,-1.0
2324,2024-03-03,La Liga,H,0.028992430445240802,1.56,0.56
2324,2024-03-03,La Liga,D,0.020921767006958247,3.3,-1.0
2324,2024-03-03,La Liga,H,0.01237834059544174,1.65,0.6499999999999999
2324,2024-03-03,Ligue 1,A,0.035884707505384666,5.92,-1.0
2324,2024-03-03,Ligue 1,A,0.11568704771013316,2.8,1.7999999999999998
2324,2024-03-03,Ligue 1,D,0.021682553218524858,3.5,2.5
2324,2024-03-03,Ligue 1,H,0.018542597202759747,1.8,-1.0
2324,2024-03-03,Ligue 1,A,0.050403872187498616,7.47,6.47
2324,2024-03-03,Ligue 1,A,0.06764288417242215,2.29,-1.0
2324,2024-03-03,Premier League,D,0.05833710341003667,3.78,-1.0
2324,2024-03-03,Premier League,H,0.02864742166527845,1.27,0.27
2324,2024-03-03,Serie A,D,0.07534215687398699,3.48,-1.0
2324,2024-03-03,Serie A,A,0.036724902257464886,3.56,2.56
2324,2024-03-03,Serie A,D,0.06152279468360072,3.43,2.43
2324,2024-03-03,Serie A,A,0.05188608793700483,3.22,-1.0
2324,2024-03-03,Serie A,A,0.054785461653443446,3.2,-1.0
2324,2024-03-04,La Liga,A,0.04330341228273099,3.27,-1.0
2324,2024-03-04,Premier League,D,0.08335140644735886,7.82,-1.0
2324,2024-03-04,Serie A,A,0.020478475267526858,11.85,-1.0
2324,2024-03-08,Bundesliga,H,0.05232585961717584,1.48,0.48
2324,2024-03-08,La Liga,H,0.06475468551827701,1.46,0.45999999999999996
2324,2024-03-08,Ligue 1,H,0.023516307504523715,1.78,-1.0
2324,2024-03-08,Serie A,A,0.03502731126119479,5.03,-1.0
2324,2024-03-09,Bundesliga,H,0.09555087067214107,1.89,0.8899999999999999
2324,2024-03-09,Bundesliga,D,0.0058920802207670375,6.88,-1.0
2324,2024-03-09,Bundesliga,H,0.059439491107670994,1.85,-1.0
2324,2024-03-09,Bundesliga,H,0.03639979625550982,1.15,0.1499999999999999
2324,2024-03-09,Bundesliga,H,0.03056811490065897,3.77,-1.0
2324,2024-03-09,La Liga,D,0.033957585849288374,3.71,-1.0
2324,2024-03-09,La Liga,H,0.08379455535724234,1.62,0.6200000000000001
2324,2024-03-09,La Liga,A,0.021594724738313475,1.89,0.8899999999999999
2324,2024-03-09,La Liga,H,0.05567253204740702,2.0,1.0
2324,2024-03-09,Ligue 1,H,0.025470951456210422,2.08,1.08
2324,2024-03-09,Ligue 1,H,0.06657359756283981,3.29,-1.0
2324,2024-03-09,Premier League,H,0.0061855219004822715,1.23,0.22999999999999998
2324,2024-03-09,Premier League,H,0.0906483501375005,1.34,-1.0
2324,2024-03-09,Premier League,D,0.0062815206473072205,3.89,2.89
2324,2024-03-09,Premier League,A,0.047366578678316285,4.09,-1.0
2324,2024-03-09,Premier League,D,0.023477928800754333,3.45,-1.0
2324,2024-03-09,Serie A,D,0.07001340178581839,3.34,-1.0
2324,2024-03-09,Serie A,A,0.006236313485037004,4.3,-1.0
2324,2024-03-09,Serie A,A,0.03211506709762546,3.76,2.76
2324,2024-03-09,Serie A,D,0.07060884431209868,3.67,-1.0
2324,2024-03-10,Bundesliga,D,0.00889610741382385,3.61,-1.0
2324,2024-03-10,Bundesliga,H,0.061189571632026596,2.06,1.06
2324,2024-03-10,Bundesliga,H,0.019407146520741603,1.32,0.32000000000000006
2324,2024-03-10,La Liga,H,0.07296881327473986,2.17,1.17
2324,2024-03-10,La Liga,H,0.017095857586683194,2.08,-1.0
2324,2024-03-10,La Liga,A,0.010967427943485042,2.01,1.0099999999999998
2324,2024-03-10,La Liga,H,0.05086905022130295,1.3,0.30000000000000004
2324,2024-03-10,Ligue 1,H,0.0422153756500126,2.77,1.77
2324,2024-03-10,Ligue 1,D,0.018188177920344828,3.49,2.49
2324,2024-03-10,Ligue 1,H,0.05366732962372822,1.5,0.5
2324,2024-03-10,Ligue 1,H,0.03978572760631899,2.28,1.2799999999999998
2324,2024-03-10,Ligue 1,A,0.029711467332827174,7.08,-1.0
2324,2024-03-10,Ligue 1,A,0.07593553091762839,2.01,1.0099999999999998
2324,2024-03-10,Premier League,D,0.060856067058713215,4.08,-1.0
2324,2024-03-10,Premier League,D,0.013239573707636676,4.04,-1.0
2324,2024-03-10,Premier League,A,0.09946546693540365,2.25,-1.0
2324,2024-03-10,Premier League,D,0.030032299240107113,4.08,3.08
2324,2024-03-10,Serie A,D,0.05825084056332047,3.3,2.3
2324,2024-03-10,Serie A,D,0.06400771173092645,3.31,2.31
2324,2024-03-10,Serie A,D,0.13242758950621752,3.18,-1.0
2324,2024-03-10,Serie A,A,0.018712531652810727,7.17,-1.0
2324,2024-03-11,La Liga,H,0.045831283924837596,3.06,-1.0
2324,2024-03-11,Premier League,A,0.04297986394776043,3.54,-1.0
2324,2024-03-11,Serie A,A,0.05031429771689258,4.19,3.1900000000000004
2324,2024-03-13,Premier League,H,0.04195536027645008,1.5,0.5
2324,2024-03-15,Bundesliga,H,0.05347443139511357,6.54,-1.0
2324,2024-03-15,La Liga,A,0.0033315574739220255,8.4,-1.0
2324,2024-03-15,Ligue 1,H,0.05456081102737237,2.85,-1.0
2324,2024-03-15,Serie A,D,0.01298328543602284,3.24,-1.0
2324,2024-03-16,Bundesliga,H,0.013670939328664165,16.6,-1.0
2324,2024-03-16,Bundesliga,A,0.01693868455209807,2.78,-1.0
2324,2024-03-16,Bundesliga,H,0.05019955822140826,3.75,-1.0
2324,2024-03-16,Bundesliga,H,0.029684891837761018,1.78,0.78
2324,2024-03-16,Bundesliga,H,0.05901958374444499,2.03,1.0299999999999998
2324,2024-03-16,Bundesliga,H,0.05489020896649721,2.09,-1.0
2324,2024-03-16,La Liga,H,0.025323073577172783,1.55,0.55
2324,2024-03-16,La Liga,D,0.04371790143051446,3.49,-1.0
2324,2024-03-16,La Liga,H,0.04192123871493336,1.84,0.8400000000000001
2324,2024-03-16,La Liga,A,0.06946662661134484,1.56,0.56
2324,2024-03-16,Ligue 1,A,0.02660257920124709,3.88,2.88
2324,2024-03-16,Ligue 1,H,0.06958051574970298,2.28,-1.0
2324,2024-03-16,Premier League,D,0.06901552638482106,3.66,-1.0
2324,2024-03-16,Premier League,D,0.04339829929583086,3.93,-1.0
2324,2024-03-16,Premier League,A,0.031554243546966954,2.42,-1.0
2324,2024-03-16,Serie A,D,0.059335231718940895,3.51,-1.0
2324,2024-03-16,Serie A,A,0.04561447106188976,3.66,-1.0
2324,2024-03-16,Serie A,D,0.04692941951329732,3.2,-1.0
2324,2024-03-16,Serie A,A,0.033566053319727784,2.8,1.7999999999999998
2324,2024-03-17,Bundesliga,H,0.0505023042563022,1.62,0.6200000000000001
2324,2024-03-17,Bundesliga,D,0.019204991477892758,4.35,-1.0
2324,2024-03-17,La Liga,D,0.027226412213165296,3.63,-1.0
2324,2024-03-17,La Liga,D,0.03132942372157521,3.59,-1.0
2324,2024-03-17,La Liga,H,0.06500800116341554,2.01,-1.0
2324,2024-03-17,La Liga,D,0.02315305627688785,3.23,-1.0
2324,2024-03-17,La Liga,H,0.021087210785382615,2.1,1.1
2324,2024-03-17,Ligue 1,A,0.043521279324687634,2.95,-1.0
2324,2024-03-17,Ligue 1,D,0.03250304255508035,3.16,-1.0
2324,2024-03-17,Ligue 1,D,0.016352207452164258,5.39,4.39
2324,2024-03-17,Ligue 1,A,0.08256731505478931,1.53,0.53
2324,2024-03-17,Ligue 1,H,0.026025137300060064,1.56,0.56
2324,2024-03-17,Ligue 1,A,0.09216439195867232,2.8,-1.0
2324,2024-03-17,Premier League,D,0.05454091485676038,3.73,2.73
2324,2024-03-17,Serie A,A,0.0453154281210745,5.62,-1.0
2324,2024-03-17,Serie A,A,0.025683374244542617,7.24,-1.0
2324,2024-03-17,Serie A,A,0.0513079825303093,7.9,-1.0
2324,2024-03-17,Serie A,A,0.020377200720886224,1.73,0.73
2324,2024-03-29,La Liga,H,0.07631258907335992,2.02,1.02
2324,2024-03-29,Ligue 1,H,0.03673650077819446,2.09,1.0899999999999999
2324,2024-03-30,Bundesliga,H,0.03340956880940138,1.4,-1.0
2324,2024-03-30,Bundesliga,A,0.004177389120040953,3.81,-1.0
2324,2024-03-30,Bundesliga,H,0.055712966207834946,1.22,0.21999999999999997
2324,2024-03-30,Bundesliga,H,0.06232746801388078,2.23,-1.0
2324,2024-03-30,Bundesliga,H,0.06338662007900442,1.38,-1.0
2324,2024-03-30,Bundesliga,A,0.05806271781392275,2.43,1.4300000000000002
2324,2024-03-30,La Liga,H,0.034324625882134696,2.62,-1.0
2324,2024-03-30,La Liga,H,0.02609450643797251,1.27,0.27
2324,2024-03-30,La Liga,D,0.008876518878510042,3.15,-1.0
2324,2024-03-30,La Liga,H,0.03712285260642667,2.1,-1.0
2324,2024-03-30,Ligue 1,H,0.016673060985453403,2.11,-1.0
2324,2024-03-30,Ligue 1,H,0.0337809451650542,5.19,-1.0
2324,2024-03-30,Premier League,H,0.03213942686998417,1.64,0.6399999999999999
2324,2024-03-30,Premier League,A,0.03842972883955098,3.23,-1.0
2324,2024-03-30,Premier League,D,0.04561548181293884,3.83,2.83
2324,2024-03-30,Premier League,H,0.015021339301645287,1.3,-1.0
2324,2024-03-30,Premier League,D,0.0327268744778442,4.16,-1.0
2324,2024-03-30,Premier League,H,0.014606138312672157,2.26,-1.0
2324,2024-03-30,Premier League,D,0.1412302203162116,4.03,3.0300000000000002
2324,2024-03-30,Premier League,D,0.01546505473473675,7.47,-1.0
2324,2024-03-30,Serie A,D,0.005374923540546361,3.35,-1.0
2324,2024-03-30,Serie A,A,0.049234942263776865,4.01,-1.0
2324,2024-03-30,Serie A,D,0.023044008272169736,3.09,-1.0
2324,2024-03-30,Serie A,D,0.016022546104692226,3.59,-1.0
2324,2024-03-30,Serie A,H,0.028715718892977082,1.85,0.8500000000000001
2324,2024-03-31,Bundesliga,H,0.06785004652272875,1.79,-1.0
2324,2024-03-31,Bundesliga,H,0.051661520359760016,1.65,-1.0
2324,2024-03-31,Bundesliga,H,0.039900944898443425,1.27,-1.0
2324,2024-03-31,La Liga,H,0.06276015054462758,3.41,-1.0
2324,2024-03-31,La Liga,D,0.02382947069301028,3.39,2.39
2324,2024-03-31,La Liga,H,0.052362971604394404,1.78,0.78
2324,2024-03-31,La Liga,A,0.010586807990455471,5.87,-1.0
2324,2024-03-31,Ligue 1,A,0.025024231620174253,2.34,1.3399999999999999
2324,2024-03-31,Ligue 1,A,0.01759080432484328,2.81,1.81
2324,2024-03-31,Ligue 1,A,0.016350471180687998,2.01,1.0099999999999998
2324,2024-03-31,Ligue 1,A,0.02755466351122754,2.08,1.08
2324,2024-03-31,Ligue 1,H,0.031364097076992725,1.76,-1.0
2324,2024-03-31,Ligue 1,D,0.06560380064656057,3.43,-1.0
2324,2024-03-31,Premier League,A,0.01107714586317099,7.37,-1.0
2324,2024-03-31,Premier League,D,0.04947530973308323,3.8,2.8
2324,2024-04-01,La Liga,A,0.03161282630387324,2.27,1.27
2324,2024-04-01,Serie A,A,0.05305778995832594,11.25,-1.0
2324,2024-04-01,Serie A,A,0.013539047758708733,3.54,-1.0
2324,2024-04-01,Serie A,A,0.044532361896112344,13.25,-1.0
2324,2024-04-01,Serie A,D,0.08817378905731721,3.52,2.52
2324,2024-04-01,Serie A,D,0.032058118196537366,3.27,2.27
2324,2024-04-02,Premier League,D,0.019297076083487408,3.76,-1.0
2324,2024-04-02,Premier League,H,0.053170002020779095,2.53,-1.0
2324,2024-04-02,Premier League,A,0.030325668663830962,3.55,-1.0
2324,2024-04-02,Premier League,H,0.08084870437398506,2.71,1.71
2324,2024-04-02,Premier League,D,0.08913287654966204,4.16,3.16
2324,2024-04-03,Premier League,A,0.01580619100451331,22.73,-1.0
2324,2024-04-03,Premier League,D,0.06667283984870803,3.79,2.79
2324,2024-04-03,Premier League,H,0.05491180586250488,1.3,0.30000000000000004
2324,2024-04-04,La Liga,D,0.03983023500812077,3.19,-1.0
2324,2024-04-04,Premier League,A,0.02624781393176756,3.31,-1.0
2324,2024-04-04,Premier League,A,0.024631464667385576,25.43,-1.0
2324,2024-04-05,Bundesliga,H,0.04722682678085477,1.79,-1.0
2324,2024-04-05,Ligue 1,A,0.048934819586759715,3.73,-1.0
2324,2024-04-05,Serie A,D,0.030622995551065735,3.46,2.46
2324,2024-04-06,Bundesliga,H,0.031572583761956374,2.27,-1.0
2324,2024-04-06,Bundesliga,H,0.02669231591131732,2.3,1.2999999999999998
2324,2024-04-06,Bundesliga,D,0.03240468247660927,4.27,-1.0
2324,2024-04-06,Bundesliga,A,0.023772580136878663,1.36,-1.0
2324,2024-04-06,Bundesliga,H,0.08736957213285546,1.42,0.41999999999999993
2324,2024-04-06,Bundesliga,H,0.06248836820442144,6.02,-1.0
2324,2024-04-06,Ligue 1,D,0.011958631544257664,4.12,3.12
2324,2024-04-06,Ligue 1,H,0.021692734009556847,1.18,-1.0
2324,2024-04-06,Premier League,D,0.0164570002366195,4.2,3.2
2324,2024-04-06,Premier League,H,0.05968019425482776,5.15,-1.0
2324,2024-04-06,Premier League,A,0.027481395878751647,1.31,0.31000000000000005
2324,2024-04-06,Premier League,H,0.047135296598859844,1.67,0.6699999999999999
2324,2024-04-06,Premier League,D,0.02219278029820293,3.82,-1.0
2324,2024-04-06,Premier League,H,0.04072552845624572,3.68,2.68
2324,2024-04-06,Premier League,A,0.031039950007528627,2.75,1.75
2324,2024-04-06,Serie A,H,0.0078791358793317,3.51,2.51
2324,2024-04-06,Serie A,A,0.026019090565225042,8.71,-1.0
2324,2024-04-06,Serie A,A,0.03833385449264065,3.61,-1.0
2324,2024-04-07,Bundesliga,D,0.09651670694132458,3.93,-1.0
2324,2024-04-07,Bundesliga,H,0.03334700476560104,1.9,-1.0
2324,2024-04-07,Ligue 1,H,0.03795777205770068,1.52,0.52
2324,2024-04-07,Ligue 1,D,0.04020325976168887,3.98,-1.0
2324,2024-04-07,Ligue 1,D,0.053617017819025725,3.87,-1.0
2324,2024-04-07,Ligue 1,H,0.031093759256649256,3.21,-1.0
2324,2024-04-07,Ligue 1,A,0.00755983015684808,2.97,-1.0
2324,2024-04-07,Ligue 1,H,0.010457672213105396,2.07,-1.0
2324,2024-04-07,Premier League,A,0.016206884704569657,1.63,-1.0
2324,2024-04-07,Premier League,D,0.013910988082065312,5.28,4.28
2324,2024-04-07,Premier League,D,0.01092407882055449,5.3,-1.0
2324,2024-04-07,Serie A,A,0.008380129585018548,1.72,-1.0
2324,2024-04-07,Serie A,D,0.043620501304817594,3.56,2.56
2324,2024-04-07,Serie A,D,0.060459303947410614,3.49,-1.0
2324,2024-04-07,Serie A,A,0.04230026303832968,1.88,0.8799999999999999
2324,2024-04-07,Serie A,A,0.050583598378877326,2.9,1.9
2324,2024-04-08,Serie A,H,0.003804633136732516,6.93,-1.0
2324,2024-04-12,Bundesliga,H,0.04365252764861832,2.13,1.13
2324,2024-04-12,La Liga,H,0.07381174017593611,2.06,1.06
2324,2024-04-12,Ligue 1,H,0.01859050641314486,4.95,3.95
2324,2024-04-12,Serie A,H,0.011061933621917097,1.36,0.3600000000000001
2324,2024-04-13,Bundesliga,H,0.029815442554106397,1.2,0.19999999999999996
2324,2024-04-13,Bundesliga,H,0.04967209187733762,2.1,-1.0
2324,2024-04-13,Bundesliga,H,0.025148528381692792,3.26,-1.0
2324,2024-04-13,Bundesliga,H,0.11906411110366394,1.99,0.99
2324,2024-04-13,Bundesliga,H,0.03696227714094402,1.36,0.3600000000000001
2324,2024-04-13,Bundesliga,H,0.07137324854252736,1.52,0.52
2324,2024-04-13,La Liga,D,0.050980322107362475,3.78,-1.0
2324,2024-04-13,La Liga,H,0.04465732285664317,4.33,-1.0
2324,2024-04-13,La Liga,H,0.04531304815047654,4.92,-1.0
2324,2024-04-13,La Liga,H,0.05388022977621293,2.23,-1.0
2324,2024-04-13,Ligue 1,H,0.024373185535974673,1.83,-1.0
2324,2024-04-13,Ligue 1,H,0.03485670957326792,2.59,1.5899999999999999
2324,2024-04-13,Premier League,A,0.04898923842551267,2.68,-1.0
2324,2024-04-13,Premier League,H,0.07299619903631416,1.43,0.42999999999999994
2324,2024-04-13,Premier League,H,0.03326905115180201,3.5,-1.0
2324,2024-04-13,Premier League,A,0.012203938343046117,23.86,-1.0
2324,2024-04-13,Premier League,H,0.032433572270599065,2.75,1.75
2324,2024-04-13,Premier League,H,0.06094309087112659,2.16,-1.0
2324,2024-04-13,Serie A,H,0.028738675503807598,1.55,-1.0
2324,2024-04-13,Serie A,D,0.023812345655013445,3.09,-1.0
2324,2024-04-13,Serie A,A,0.017166377465480054,2.21,-1.0
2324,2024-04-14,Bundesliga,D,0.09804022366557985,3.92,-1.0
2324,2024-04-14,Bundesliga,A,0.017223462553304772,13.63,-1.0
2324,2024-04-14,La Liga,H,0.06132812601355131,1.77,-1.0
2324,2024-04-14,La Liga,H,0.03505228856703069,3.1,2.1
2324,2024-04-14,La Liga,H,0.06376945219464197,2.74,-1.0
2324,2024-04-14,La Liga,H,0.02627126732417695,1.33,-1.0
2324,2024-04-14,Ligue 1,A,0.01882892951669507,2.14,-1.0
2324,2024-04-14,Ligue 1,H,0.04112475568609869,2.55,-1.0
2324,2024-04-14,Ligue 1,A,0.03845500224415466,3.32,-1.0
2324,2024-04-14,Premier League,H,0.02803011754790996,1.28,-1.0
2324,2024-04-14,Premier League,A,0.01969262213387521,13.35,12.35
2324,2024-04-14,Premier League,D,0.02187173750192356,3.65,-1.0
2324,2024-04-14,Serie A,A,0.04045822078301363,14.43,-1.0
2324,2024-04-14,Serie A,D,0.032961394021892215,5.44,4.44
2324,2024-04-14,Serie A,D,0.045534767107970636,3.92,2.92
2324,2024-04-15,La Liga,D,0.015314697338097594,3.1,-1.0
2324,2024-04-15,Premier League,A,0.02185498157590443,4.53,-1.0
2324,2024-04-15,Serie A,D,0.030686799375347712,4.63,3.63
2324,2024-04-15,Serie A,D,0.030190479252920455,3.52,2.52
2324,2024-04-19,Bundesliga,H,0.12139294427352959,2.05,1.0499999999999998
2324,2024-04-19,La Liga,H,0.0486414144079893,1.28,-1.0
2324,2024-04-19,Ligue 1,H,0.0438201581230403,1.56,0.56
2324,2024-04-19,Serie A,A,0.06948975379309452,1.78,-1.0
2324,2024-04-19,Serie A,A,0.011367318173799101,2.47,1.4700000000000002
2324,2024-04-20,Bundesliga,H,0.031090537152228537,1.5,-1.0
2324,2024-04-20,Bundesliga,H,0.04613590770704554,6.24,-1.0
2324,2024-04-20,Bundesliga,D,0.04474583295447995,4.02,-1.0
2324,2024-04-20,Bundesliga,A,0.04237829178148955,1.62,0.6200000000000001
2324,2024-04-20,Bundesliga,H,0.05163626005998678,1.79,0.79
2324,2024-04-20,La Liga,H,0.017117796894792314,1.76,0.76
2324,2024-04-20,La Liga,H,0.025564400446516533,1.42,0.41999999999999993
2324,2024-04-20,La Liga,H,0.08209536525646238,2.21,-1.0
2324,2024-04-20,La Liga,H,0.06950226035539675,2.22,1.2200000000000002
2324,2024-04-20,Ligue 1,A,0.012649966266317661,8.27,-1.0
2324,2024-04-20,Ligue 1,A,0.035394920998010615,2.41,1.4100000000000001
2324,2024-04-20,Premier League,D,0.023323712121265328,3.75,-1.0
2324,2024-04-20,Premier League,D,0.05073945698552257,3.63,-1.0
2324,2024-04-20,Premier League,H,0.0759626479712984,8.05,-1.0
2324,2024-04-20,Serie A,H,0.03286441388362052,4.85,3.8499999999999996
2324,2024-04-20,Serie A,A,0.047403548956206965,2.97,-1.0
2324,2024-04-21,Bundesliga,H,0.008162850222231122,2.55,-1.0
2324,2024-04-21,Bundesliga,D,0.03587535428270899,3.56,2.56
2324,2024-04-21,Bundesliga,D,0.02826547868627441,4.54,-1.0
2324,2024-04-21,La Liga,H,0.10315786589924178,4.08,3.08
2324,2024-04-21,La Liga,D,0.05394390787404901,3.75,-1.0
2324,2024-04-21,La Liga,H,0.041071494514892504,3.8,-1.0
2324,2024-04-21,La Liga,H,0.04688995520343431,1.87,0.8700000000000001
2324,2024-04-21,Ligue 1,A,0.03134124949774397,2.58,1.58
2324,2024-04-21,Ligue 1,H,0.045620731996872554,2.19,-1.0
2324,2024-04-21,Ligue 1,A,0.010458562698426904,5.61,-1.0
2324,2024-04-21,Ligue 1,H,0.03136066971899765,1.48,0.48
2324,2024-04-21,Ligue 1,H,0.012517752892699796,1.98,-1.0
2324,2024-04-21,Ligue 1,A,0.08242892617795278,2.59,-1.0
2324,2024-04-21,Premier League,H,0.0405628802792416,1.87,0.8700000000000001
2324,2024-04-21,Premier League,H,0.018063890075381672,2.15,1.15
2324,2024-04-21,Premier League,D,0.03750499115019551,3.52,-1.0
2324,2024-04-21,Premier League,H,0.013568480151407408,5.19,-1.0
2324,2024-04-21,Serie A,A,0.036630033393396766,1.89,0.8899999999999999
2324,2024-04-21,Serie A,D,0.053422173569688286,3.96,-1.0
2324,2024-04-21,Serie A,D,0.04023848572186145,3.37,-1.0
2324,2024-04-21,Serie A,D,0.01906317535329871,3.86,2.86
2324,2024-04-22,La Liga,A,0.016866457895792858,4.52,-1.0
2324,2024-04-22,Serie A,A,0.06629996462524174,1.98,0.98
2324,2024-04-22,Serie A,A,0.08243378955136643,3.23,2.23
2324,2024-04-23,Premier League,H,0.024199083669720678,1.45,0.44999999999999996
2324,2024-04-24,Ligue 1,A,0.051416631915453315,1.38,0.3799999999999999
2324,2024-04-24,Ligue 1,D,0.030402234660265592,3.42,2.42
2324,2024-04-24,Ligue 1,H,0.015926394006084255,2.28,1.2799999999999998
2324,2024-04-24,Premier League,A,0.04581321088521256,2.43,-1.0
2324,2024-04-24,Premier League,H,0.013007414438259757,7.11,6.11
2324,2024-04-24,Premier League,H,0.0076955292439994105,1.31,0.31000000000000005
2324,2024-04-24,Premier League,H,0.04596427273424741,2.72,-1.0
2324,2024-04-25,Premier League,A,0.08938195020419881,1.44,0.43999999999999995
2324,2024-04-25,Serie A,D,0.024328681384441053,3.27,-1.0
2324,2024-04-26,Bundesliga,H,0.10972521404654673,2.21,1.21
2324,2024-04-26,La Liga,H,0.033460508437305636,2.5,-1.0
2324,2024-04-26,Ligue 1,H,0.06812149200005774,2.02,-1.0
2324,2024-04-26,Serie A,H,0.02331638568203165,1.42,0.41999999999999993
2324,2024-04-27,Bundesliga,H,0.05594741126410119,1.81,-1.0
2324,2024-04-27,Bundesliga,H,0.0439307736166078,1.41,0.4099999999999999
2324,2024-04-27,Bundesliga,H,0.0734942489778474,2.33,-1.0
2324,2024-04-27,Bundesliga,H,0.028128858446771376,1.75,-1.0
2324,2024-04-27,Bundesliga,H,0.053311180190603435,1.68,0.6799999999999999
2324,2024-04-27,La Liga,H,0.08778094463103814,2.66,1.6600000000000001
2324,2024-04-27,La Liga,D,0.033365247233711204,3.31,-1.0
2324,2024-04-27,La Liga,D,0.011205962052548812,3.54,-1.0
2324,2024-04-27,La Liga,D,0.03273894231150501,3.94,-1.0
2324,2024-04-27,Ligue 1,A,0.030186494456999974,8.99,-1.0
2324,2024-04-27,Premier League,A,0.06374175624309386,3.06,-1.0
2324,2024-04-27,Premier League,D,0.04764053853337635,3.5,-1.0
2324,2024-04-27,Premier League,A,0.02318357692822176,3.42,-1.0
2324,2024-04-27,Premier League,D,0.028536759082881363,4.9,3.9000000000000004
2324,2024-04-27,Premier League,H,0.013735579124031339,1.23,0.22999999999999998
2324,2024-04-27,Premier League,A,0.05264649180830738,1.51,-1.0
