league,selection,min_edge,season,bets,profit_units,roi,hit_rate,avg_odds
Serie A,TUTTI,0.07,2122,165,8.829999999999998,0.0535151515151515,0.5393939393939394,2.034181818181818
Serie A,TUTTI,0.07,2223,195,-11.040000000000003,-0.05661538461538463,0.48717948717948717,1.9441025641025642
Serie A,TUTTI,0.07,2324,168,2.299999999999997,0.013690476190476173,0.5119047619047619,2.0184523809523807
Serie A,TUTTI,0.07,2425,192,-3.1700000000000004,-0.01651041666666667,0.5104166666666666,1.9826041666666665
Serie A,TUTTI,0.07,2526,234,21.53,0.09200854700854702,0.5427350427350427,2.037777777777778
Bundesliga,OVER25,0.07,TOTALE,429,-39.55,-0.09219114219114219,0.5407925407925408,1.712004662004662
Bundesliga,OVER25,0.07,2122,44,-6.3999999999999995,-0.14545454545454545,0.4772727272727273,1.802727272727273
Bundesliga,OVER25,0.07,2223,110,-10.289999999999997,-0.09354545454545451,0.5181818181818182,1.769272727272727
Bundesliga,OVER25,0.07,2324,90,-3.5200000000000005,-0.03911111111111112,0.6,1.6288888888888888
Bundesliga,OVER25,0.07,2425,80,-7.759999999999999,-0.09699999999999999,0.55,1.672625
Bundesliga,OVER25,0.07,2526,105,-11.579999999999997,-0.11028571428571425,0.5333333333333333,1.7152380952380952
Bundesliga,UNDER25,0.07,TOTALE,291,-50.42,-0.17326460481099656,0.3333333333333333,2.673470790378007
Bundesliga,UNDER25,0.07,2122,58,-15.760000000000002,-0.2717241379310345,0.29310344827586204,2.614310344827586
Bundesliga,UNDER25,0.07,2223,55,-12.19,-0.22163636363636363,0.2545454545454545,2.8610909090909082
Bundesliga,UNDER25,0.07,2324,76,-3.129999999999999,-0.041184210526315775,0.40789473684210525,2.618157894736842
Bundesliga,UNDER25,0.07,2425,67,-7.8100000000000005,-0.11656716417910448,0.3880597014925373,2.6241791044776117
Bundesliga,UNDER25,0.07,2526,35,-11.53,-0.3294285714285714,0.2571428571428571,2.6911428571428573
Bundesliga,TUTTI,0.07,TOTALE,720,-89.97,-0.12495833333333334,0.45694444444444443,2.1005972222222224
Bundesliga,TUTTI,0.07,2122,102,-22.16,-0.2172549019607843,0.37254901960784315,2.2642156862745098
Bundesliga,TUTTI,0.07,2223,165,-22.48,-0.13624242424242425,0.4303030303030303,2.133212121212121
Bundesliga,TUTTI,0.07,2324,166,-6.649999999999999,-0.040060240963855416,0.5120481927710844,2.081807228915663
Bundesliga,TUTTI,0.07,2425,147,-15.570000000000002,-0.10591836734693878,0.47619047619047616,2.106326530612245
Bundesliga,TUTTI,0.07,2526,140,-23.11,-0.16507142857142856,0.4642857142857143,1.9592142857142858
La Liga,OVER25,0.07,TOTALE,455,3.189999999999996,0.007010989010989002,0.47912087912087914,2.184087912087912
La Liga,OVER25,0.07,2122,68,-1.4000000000000004,-0.020588235294117654,0.45588235294117646,2.171470588235294
La Liga,OVER25,0.07,2223,74,11.78,0.15918918918918917,0.5675675675675675,2.146486486486486
La Liga,OVER25,0.07,2324,80,-10.060000000000002,-0.12575000000000003,0.425,2.194875
La Liga,OVER25,0.07,2425,127,13.189999999999998,0.10385826771653542,0.5039370078740157,2.2587401574803145
La Liga,OVER25,0.07,2526,106,-10.32,-0.09735849056603774,0.44339622641509435,2.1208490566037734
La Liga,UNDER25,0.07,TOTALE,501,-2.0400000000000027,-0.004071856287425155,0.5109780439121756,2.0411377245508984
La Liga,UNDER25,0.07,2122,82,7.0699999999999985,0.08621951219512193,0.573170731707317,1.8973170731707318
La Liga,UNDER25,0.07,2223,120,-4.209999999999999,-0.03508333333333333,0.525,1.9056666666666666
La Liga,UNDER25,0.07,2324,111,-1.5799999999999994,-0.01423423423423423,0.5135135135135135,2.0411711711711713
La Liga,UNDER25,0.07,2425,89,-5.030000000000001,-0.05651685393258428,0.4606741573033708,2.1722471910112358
La Liga,UNDER25,0.07,2526,99,1.7100000000000009,0.01727272727272728,0.48484848484848486,2.2065656565656564
La Liga,TUTTI,0.07,TOTALE,956,1.1499999999999977,0.0012029288702928847,0.49581589958158995,2.1091736401673638
La Liga,TUTTI,0.07,2122,150,5.670000000000001,0.03780000000000001,0.52,2.0216
La Liga,TUTTI,0.07,2223,194,7.569999999999998,0.03902061855670102,0.5412371134020618,1.9975257731958762
La Liga,TUTTI,0.07,2324,191,-11.639999999999997,-0.06094240837696333,0.47643979057591623,2.1055497382198953
La Liga,TUTTI,0.07,2425,216,8.16,0.03777777777777778,0.4861111111111111,2.223101851851852
La Liga,TUTTI,0.07,2526,205,-8.609999999999998,-0.04199999999999999,0.4634146341463415,2.1622439024390245
Ligue 1,OVER25,0.07,TOTALE,386,-24.790000000000006,-0.06422279792746116,0.5051813471502591,1.8730829015544042
Ligue 1,OVER25,0.07,2122,42,-0.7399999999999998,-0.017619047619047614,0.5,1.9538095238095239
Ligue 1,OVER25,0.07,2223,106,0.4099999999999979,0.003867924528301867,0.5377358490566038,1.87188679245283
Ligue 1,OVER25,0.07,2324,82,-3.830000000000001,-0.046707317073170745,0.5121951219512195,1.8771951219512193
Ligue 1,OVER25,0.07,2425,105,-10.23,-0.09742857142857143,0.49523809523809526,1.864666666666667
Ligue 1,OVER25,0.07,2526,51,-10.399999999999999,-0.20392156862745095,0.45098039215686275,1.8198039215686272
Ligue 1,UNDER25,0.07,TOTALE,392,-45.94,-0.1171938775510204,0.4107142857142857,2.229821428571429
Ligue 1,UNDER25,0.07,2122,108,-7.3000000000000025,-0.06759259259259262,0.4537037037037037,2.110740740740741
Ligue 1,UNDER25,0.07,2223,66,-22.560000000000002,-0.34181818181818185,0.30303030303030304,2.3195454545454544
Ligue 1,UNDER25,0.07,2324,74,-8.48,-0.1145945945945946,0.43243243243243246,2.1133783783783784
Ligue 1,UNDER25,0.07,2425,67,-8.510000000000002,-0.12701492537313436,0.373134328358209,2.424179104477612
Ligue 1,UNDER25,0.07,2526,77,0.9099999999999997,0.011818181818181814,0.45454545454545453,2.2627272727272727
Ligue 1,TUTTI,0.07,TOTALE,778,-70.73,-0.09091259640102828,0.45758354755784064,2.0528277634961443
Ligue 1,TUTTI,0.07,2122,150,-8.039999999999996,-0.053599999999999974,0.4666666666666667,2.0667999999999997
Ligue 1,TUTTI,0.07,2223,172,-22.150000000000002,-0.12877906976744188,0.4476744186046512,2.0436627906976743
Ligue 1,TUTTI,0.07,2324,156,-12.310000000000002,-0.07891025641025642,0.47435897435897434,1.9892307692307691
Ligue 1,TUTTI,0.07,2425,172,-18.740000000000002,-0.10895348837209304,0.4476744186046512,2.0826162790697675
Ligue 1,TUTTI,0.07,2526,128,-9.489999999999998,-0.07414062499999999,0.453125,2.0862499999999997
TUTTI,OVER25,0.07,TOTALE,2172,-120.54,-0.055497237569060776,0.507366482504604,1.9092771639042356
TUTTI,OVER25,0.07,2122,287,-11.220000000000002,-0.039094076655052275,0.5087108013937283,1.9221951219512194
TUTTI,OVER25,0.07,2223,449,-28.35,-0.0631403118040089,0.5055679287305123,1.881336302895323
TUTTI,OVER25,0.07,2324,470,-27.970000000000006,-0.059510638297872356,0.5276595744680851,1.8551914893617023
TUTTI,OVER25,0.07,2425,496,-26.53,-0.05348790322580645,0.5020161290322581,1.935907258064516
TUTTI,OVER25,0.07,2526,470,-26.469999999999995,-0.0563191489361702,0.49361702127659574,1.9540638297872341
TUTTI,UNDER25,0.07,TOTALE,2124,-119.62,-0.056318267419962334,0.4500941619585687,2.2119774011299436
TUTTI,UNDER25,0.07,2122,416,-9.350000000000007,-0.022475961538461556,0.46634615384615385,2.188125
TUTTI,UNDER25,0.07,2223,471,-50.42,-0.1070488322717622,0.43736730360934184,2.1423142250530787
TUTTI,UNDER25,0.07,2324,400,-18.550000000000004,-0.04637500000000001,0.4525,2.25935
TUTTI,UNDER25,0.07,2425,404,-18.040000000000006,-0.04465346534653467,0.4405940594059406,2.3138366336633664
TUTTI,UNDER25,0.07,2526,433,-23.259999999999998,-0.053718244803695143,0.45496535796766746,2.1718706697459584
TUTTI,TUTTI,0.07,TOTALE,4296,-240.15999999999997,-0.055903165735567965,0.4790502793296089,2.058936219739292
TUTTI,TUTTI,0.07,2122,703,-20.570000000000004,-0.029260312944523477,0.48364153627311524,2.0795590327169275
TUTTI,TUTTI,0.07,2223,920,-78.77,-0.0856195652173913,0.4706521739130435,2.014945652173913
TUTTI,TUTTI,0.07,2324,870,-46.52,-0.053471264367816095,0.49310344827586206,2.0410114942528734
TUTTI,TUTTI,0.07,2425,900,-44.57,-0.049522222222222224,0.47444444444444445,2.1055555555555556
TUTTI,TUTTI,0.07,2526,903,-49.73,-0.055071982281284605,0.4750830564784053,2.0585049833887044
Premier League,OVER25,0.1,TOTALE,352,-44.37,-0.12605113636363635,0.5,1.7750568181818183
Premier League,OVER25,0.1,2122,45,2.5699999999999994,0.0571111111111111,0.5555555555555556,1.9024444444444444
Premier League,OVER25,0.1,2223,78,-19.95,-0.25576923076923075,0.4230769230769231,1.804615384615385
Premier League,OVER25,0.1,2324,108,-7.280000000000001,-0.06740740740740742,0.5648148148148148,1.6920370370370372
Premier League,OVER25,0.1,2425,61,-11.280000000000001,-0.18491803278688526,0.47540983606557374,1.7354098360655734
Premier League,OVER25,0.1,2526,60,-8.43,-0.14049999999999999,0.4666666666666667,1.830833333333333
Premier League,UNDER25,0.1,TOTALE,280,-37.459999999999994,-0.13378571428571426,0.375,2.399714285714286
Premier League,UNDER25,0.1,2122,51,-4.67,-0.09156862745098039,0.4117647058823529,2.311176470588235
Premier League,UNDER25,0.1,2223,61,-7.989999999999999,-0.13098360655737704,0.4098360655737705,2.1845901639344265
Premier League,UNDER25,0.1,2324,40,-9.45,-0.23625,0.275,2.8675
Premier League,UNDER25,0.1,2425,54,-1.2200000000000015,-0.022592592592592622,0.3888888888888889,2.6061111111111113
Premier League,UNDER25,0.1,2526,74,-14.129999999999997,-0.1909459459459459,0.36486486486486486,2.2345945945945944
Premier League,TUTTI,0.1,TOTALE,632,-81.83,-0.1294778481012658,0.44462025316455694,2.051803797468354
Premier League,TUTTI,0.1,2122,96,-2.1000000000000023,-0.021875000000000023,0.4791666666666667,2.1195833333333334
Premier League,TUTTI,0.1,2223,139,-27.94,-0.20100719424460434,0.4172661870503597,1.9713669064748205
Premier League,TUTTI,0.1,2324,148,-16.729999999999997,-0.11304054054054052,0.4864864864864865,2.0097297297297296
Premier League,TUTTI,0.1,2425,115,-12.499999999999996,-0.10869565217391301,0.43478260869565216,2.144260869565217
Premier League,TUTTI,0.1,2526,134,-22.56,-0.16835820895522388,0.41044776119402987,2.0538059701492535
Serie A,OVER25,0.1,TOTALE,304,-9.059999999999997,-0.02980263157894736,0.4967105263157895,2.014078947368421
Serie A,OVER25,0.1,2122,46,0.6800000000000015,0.014782608695652207,0.6086956521739131,1.7134782608695653
Serie A,OVER25,0.1,2223,40,-7.719999999999998,-0.19299999999999995,0.45,1.859
Serie A,OVER25,0.1,2324,65,-8.629999999999999,-0.13276923076923075,0.4461538461538462,2.0275384615384615
Serie A,OVER25,0.1,2425,70,-3.58,-0.05114285714285714,0.4857142857142857,2.0421428571428573
Serie A,OVER25,0.1,2526,83,10.19,0.12277108433734939,0.5060240963855421,2.2212048192771086
Serie A,UNDER25,0.1,TOTALE,389,37.989999999999995,0.09766066838046271,0.5501285347043702,2.0283290488431875
Serie A,UNDER25,0.1,2122,79,13.98,0.1769620253164557,0.5443037974683544,2.2450632911392403
Serie A,UNDER25,0.1,2223,95,-1.200000000000001,-0.012631578947368433,0.49473684210526314,1.9925263157894737
Serie A,UNDER25,0.1,2324,57,12.549999999999999,0.22017543859649122,0.5964912280701754,2.041754385964912
Serie A,UNDER25,0.1,2425,72,6.03,0.08375,0.5694444444444444,1.9586111111111109
Serie A,UNDER25,0.1,2526,86,6.629999999999998,0.07709302325581394,0.5697674418604651,1.9182558139534884
Serie A,TUTTI,0.1,TOTALE,693,28.930000000000003,0.04174603174603175,0.5266955266955267,2.022077922077922
Serie A,TUTTI,0.1,2122,125,14.66,0.11728,0.568,2.04944
Serie A,TUTTI,0.1,2223,135,-8.92,-0.06607407407407408,0.48148148148148145,1.9529629629629628
Serie A,TUTTI,0.1,2324,122,3.919999999999999,0.0321311475409836,0.5163934426229508,2.034180327868852
Serie A,TUTTI,0.1,2425,142,2.4499999999999975,0.017253521126760547,0.528169014084507,1.9997887323943664
Serie A,TUTTI,0.1,2526,169,16.820000000000004,0.09952662721893493,0.5384615384615384,2.067041420118343
Bundesliga,OVER25,0.1,TOTALE,296,-41.42,-0.13993243243243245,0.5135135135135135,1.711891891891892
Bundesliga,OVER25,0.1,2122,30,-6.999999999999999,-0.2333333333333333,0.43333333333333335,1.8133333333333332
Bundesliga,OVER25,0.1,2223,80,-10.129999999999999,-0.126625,0.4875,1.79575
Bundesliga,OVER25,0.1,2324,69,-1.1799999999999995,-0.01710144927536231,0.6086956521739131,1.639710144927536
Bundesliga,OVER25,0.1,2425,48,-4.140000000000001,-0.08625000000000001,0.5625,1.6347916666666666
Bundesliga,OVER25,0.1,2526,69,-18.970000000000002,-0.2749275362318841,0.4492753623188406,1.696376811594203
Bundesliga,UNDER25,0.1,TOTALE,188,-33.36,-0.1774468085106383,0.324468085106383,2.733351063829787
Bundesliga,UNDER25,0.1,2122,35,-11.440000000000001,-0.3268571428571429,0.2571428571428571,2.781428571428571
Bundesliga,UNDER25,0.1,2223,34,-7.1,-0.20882352941176469,0.2647058823529412,2.9423529411764706
Bundesliga,UNDER25,0.1,2324,58,-2.04,-0.03517241379310345,0.39655172413793105,2.662758620689655
Bundesliga,UNDER25,0.1,2425,42,-6.640000000000001,-0.15809523809523812,0.35714285714285715,2.6861904761904762
Bundesliga,UNDER25,0.1,2526,19,-6.139999999999999,-0.32315789473684203,0.2631578947368421,2.590526315789474
Bundesliga,TUTTI,0.1,TOTALE,484,-74.78,-0.15450413223140497,0.44008264462809915,2.1086570247933882
Bundesliga,TUTTI,0.1,2122,65,-18.439999999999998,-0.28369230769230763,0.3384615384615385,2.3346153846153848
Bundesliga,TUTTI,0.1,2223,114,-17.230000000000004,-0.15114035087719302,0.42105263157894735,2.137719298245614
Bundesliga,TUTTI,0.1,2324,127,-3.219999999999998,-0.0253543307086614,0.5118110236220472,2.106929133858267
Bundesliga,TUTTI,0.1,2425,90,-10.780000000000001,-0.11977777777777779,0.4666666666666667,2.1254444444444447
Bundesliga,TUTTI,0.1,2526,88,-25.11,-0.2853409090909091,0.4090909090909091,1.8894318181818186
La Liga,OVER25,0.1,TOTALE,324,-4.330000000000005,-0.013364197530864215,0.4691358024691358,2.1837037037037037
La Liga,OVER25,0.1,2122,45,-1.5199999999999996,-0.03377777777777777,0.4444444444444444,2.192222222222222
La Liga,OVER25,0.1,2223,48,5.370000000000001,0.11187500000000002,0.5625,2.1160416666666664
La Liga,OVER25,0.1,2324,51,-8.059999999999999,-0.1580392156862745,0.4117647058823529,2.1941176470588233
La Liga,OVER25,0.1,2425,94,5.359999999999996,0.05702127659574464,0.4787234042553192,2.2545744680851056
La Liga,OVER25,0.1,2526,86,-5.48,-0.06372093023255815,0.45348837209302323,2.133372093023256
La Liga,UNDER25,0.1,TOTALE,326,0.4200000000000035,0.0012883435582822192,0.5030674846625767,2.0949693251533743
La Liga,UNDER25,0.1,2122,55,-1.6200000000000003,-0.02945454545454546,0.4909090909090909,1.931454545454545
La Liga,UNDER25,0.1,2223,85,-2.5800000000000014,-0.030352941176470603,0.5176470588235295,1.9424705882352942
La Liga,UNDER25,0.1,2324,78,-5.719999999999999,-0.07333333333333332,0.48717948717948717,2.084230769230769
La Liga,UNDER25,0.1,2425,50,4.6,0.092,0.52,2.2921999999999993
La Liga,UNDER25,0.1,2526,58,5.740000000000002,0.09896551724137935,0.5,2.3179310344827586
La Liga,TUTTI,0.1,TOTALE,650,-3.910000000000001,-0.006015384615384617,0.48615384615384616,2.1391999999999998
La Liga,TUTTI,0.1,2122,100,-3.139999999999998,-0.03139999999999998,0.47,2.0488000000000004
La Liga,TUTTI,0.1,2223,133,2.790000000000001,0.020977443609022563,0.5338345864661654,2.005112781954887
La Liga,TUTTI,0.1,2324,129,-13.780000000000001,-0.10682170542635659,0.4573643410852713,2.1276744186046512
La Liga,TUTTI,0.1,2425,144,9.959999999999997,0.06916666666666665,0.4930555555555556,2.2676388888888885
La Liga,TUTTI,0.1,2526,144,0.2599999999999998,0.0018055555555555542,0.4722222222222222,2.2077083333333336
Ligue 1,OVER25,0.1,TOTALE,257,-41.81,-0.16268482490272373,0.45136186770428016,1.873852140077821
Ligue 1,OVER25,0.1,2122,23,-2.9299999999999997,-0.12739130434782608,0.43478260869565216,1.9508695652173909
Ligue 1,OVER25,0.1,2223,80,-3.9800000000000004,-0.04975,0.5125,1.871
Ligue 1,OVER25,0.1,2324,55,-2.049999999999999,-0.037272727272727256,0.5272727272727272,1.8359999999999999
Ligue 1,OVER25,0.1,2425,65,-16.99,-0.2613846153846154,0.4,1.8980000000000001
Ligue 1,OVER25,0.1,2526,34,-15.86,-0.4664705882352941,0.29411764705882354,1.8435294117647059
Ligue 1,UNDER25,0.1,TOTALE,268,-20.540000000000003,-0.07664179104477613,0.4216417910447761,2.2792910447761194
Ligue 1,UNDER25,0.1,2122,76,-6.2,-0.08157894736842106,0.4473684210526316,2.126315789473684
Ligue 1,UNDER25,0.1,2223,46,-14.200000000000003,-0.3086956521739131,0.30434782608695654,2.3967391304347827
Ligue 1,UNDER25,0.1,2324,51,-1.5800000000000003,-0.03098039215686275,0.47058823529411764,2.1262745098039217
Ligue 1,UNDER25,0.1,2425,45,-3.9400000000000004,-0.08755555555555557,0.37777777777777777,2.5308888888888887
Ligue 1,UNDER25,0.1,2526,50,5.380000000000001,0.10760000000000002,0.48,2.3334
Ligue 1,TUTTI,0.1,TOTALE,525,-62.35000000000001,-0.11876190476190478,0.4361904761904762,2.0808190476190473
Ligue 1,TUTTI,0.1,2122,99,-9.129999999999999,-0.0922222222222222,0.4444444444444444,2.0855555555555556
Ligue 1,TUTTI,0.1,2223,126,-18.18,-0.1442857142857143,0.4365079365079365,2.062936507936508
Ligue 1,TUTTI,0.1,2324,106,-3.630000000000001,-0.03424528301886793,0.5,1.9756603773584904
Ligue 1,TUTTI,0.1,2425,110,-20.93,-0.19027272727272726,0.39090909090909093,2.1569090909090907
Ligue 1,TUTTI,0.1,2526,84,-10.479999999999999,-0.12476190476190474,0.40476190476190477,2.1351190476190474
TUTTI,OVER25,0.1,TOTALE,1533,-140.99,-0.0919699934768428,0.487279843444227,1.9131898238747553
TUTTI,OVER25,0.1,2122,189,-8.200000000000001,-0.04338624338624339,0.5079365079365079,1.9171957671957673
TUTTI,OVER25,0.1,2223,326,-36.41,-0.11168711656441717,0.48466257668711654,1.8712576687116564
TUTTI,OVER25,0.1,2324,348,-27.199999999999996,-0.07816091954022987,0.5229885057471264,1.8406609195402297
TUTTI,OVER25,0.1,2425,338,-30.630000000000003,-0.09062130177514793,0.47633136094674555,1.9602958579881655
TUTTI,OVER25,0.1,2526,332,-38.55,-0.11611445783132529,0.45180722891566266,1.9801506024096385
TUTTI,UNDER25,0.1,TOTALE,1451,-52.95,-0.0364920744314266,0.4527911784975879,2.2526671261199174
TUTTI,UNDER25,0.1,2122,296,-9.950000000000001,-0.03361486486486487,0.4527027027027027,2.2311148648648653
TUTTI,UNDER25,0.1,2223,321,-33.07,-0.10302180685358256,0.43302180685358255,2.1742990654205605
TUTTI,UNDER25,0.1,2324,284,-6.239999999999998,-0.021971830985915486,0.45774647887323944,2.311725352112676
TUTTI,UNDER25,0.1,2425,263,-1.1700000000000035,-0.0044486692015209255,0.45627376425855515,2.3690874524714824
TUTTI,UNDER25,0.1,2526,287,-2.5199999999999996,-0.008780487804878048,0.46689895470383275,2.1974216027874562
TUTTI,TUTTI,0.1,TOTALE,2984,-193.94,-0.06499329758713136,0.47050938337801607,2.0782640750670236
TUTTI,TUTTI,0.1,2122,485,-18.150000000000006,-0.037422680412371144,0.4742268041237113,2.1087835051546393
TUTTI,TUTTI,0.1,2223,647,-69.48,-0.10738794435857806,0.45904173106646057,2.02160741885626
TUTTI,TUTTI,0.1,2324,632,-33.44,-0.05291139240506329,0.4936708860759494,2.0523417721518986
TUTTI,TUTTI,0.1,2425,601,-31.800000000000004,-0.052911813643926796,0.46755407653910147,2.1391846921797004
TUTTI,TUTTI,0.1,2526,619,-41.06999999999999,-0.06634894991922455,0.4588045234248788,2.0808885298869146
Premier League,OVER25,0.12,TOTALE,270,-35.75,-0.13240740740740742,0.4962962962962963,1.7761481481481485
Premier League,OVER25,0.12,2122,31,-0.3700000000000008,-0.011935483870967767,0.5161290322580645,1.9241935483870967
Premier League,OVER25,0.12,2223,60,-12.66,-0.211,0.45,1.7953333333333332
Premier League,OVER25,0.12,2324,90,-7.0,-0.07777777777777778,0.5555555555555556,1.7006666666666668
Premier League,OVER25,0.12,2425,43,-8.54,-0.1986046511627907,0.46511627906976744,1.7353488372093024
Premier League,OVER25,0.12,2526,46,-7.18,-0.15608695652173912,0.45652173913043476,1.837173913043478
Premier League,UNDER25,0.12,TOTALE,198,-17.06,-0.08616161616161616,0.3939393939393939,2.3824242424242428
Premier League,UNDER25,0.12,2122,38,-2.619999999999999,-0.0689473684210526,0.42105263157894735,2.3071052631578945
Premier League,UNDER25,0.12,2223,43,-4.760000000000001,-0.11069767441860466,0.4186046511627907,2.153720930232558
Premier League,UNDER25,0.12,2324,30,-6.16,-0.20533333333333334,0.3,2.8113333333333332
Premier League,UNDER25,0.12,2425,38,6.0200000000000005,0.15842105263157896,0.4473684210526316,2.6165789473684207
Premier League,UNDER25,0.12,2526,49,-9.54,-0.19469387755102038,0.3673469387755102,2.19734693877551
Premier League,TUTTI,0.12,TOTALE,468,-52.81,-0.11284188034188035,0.452991452991453,2.032649572649573
Premier League,TUTTI,0.12,2122,69,-2.99,-0.043333333333333335,0.463768115942029,2.135072463768116
Premier League,TUTTI,0.12,2223,103,-17.419999999999998,-0.16912621359223298,0.4368932038834951,1.9449514563106798
Premier League,TUTTI,0.12,2324,120,-13.159999999999998,-0.10966666666666665,0.49166666666666664,1.978333333333333
Premier League,TUTTI,0.12,2425,81,-2.5200000000000005,-0.031111111111111117,0.4567901234567901,2.1487654320987657
Premier League,TUTTI,0.12,2526,95,-16.72,-0.176,0.4105263157894737,2.0229473684210526
Serie A,OVER25,0.12,TOTALE,231,-1.1899999999999995,-0.005151515151515149,0.5021645021645021,2.0303896103896104
Serie A,OVER25,0.12,2122,35,0.26000000000000023,0.007428571428571435,0.6,1.7048571428571428
Serie A,OVER25,0.12,2223,26,-2.85,-0.10961538461538461,0.5,1.823076923076923
Serie A,OVER25,0.12,2324,47,-7.7,-0.16382978723404257,0.425531914893617,2.048297872340426
Serie A,OVER25,0.12,2425,53,-1.5200000000000007,-0.02867924528301888,0.49056603773584906,2.070188679245283
Serie A,OVER25,0.12,2526,70,10.620000000000001,0.15171428571428572,0.5142857142857142,2.2279999999999998
Serie A,UNDER25,0.12,TOTALE,307,23.740000000000002,0.07732899022801304,0.5342019543973942,2.04485342019544
Serie A,UNDER25,0.12,2122,73,10.920000000000002,0.14958904109589044,0.5342465753424658,2.2453424657534247
Serie A,UNDER25,0.12,2223,73,-3.3200000000000007,-0.045479452054794534,0.4794520547945205,2.0146575342465756
Serie A,UNDER25,0.12,2324,38,3.33,0.08763157894736842,0.5263157894736842,2.043684210526316
Serie A,UNDER25,0.12,2425,55,11.319999999999999,0.2058181818181818,0.6181818181818182,1.9558181818181817
Serie A,UNDER25,0.12,2526,68,1.4899999999999982,0.021911764705882325,0.5294117647058824,1.9347058823529413
Serie A,TUTTI,0.12,TOTALE,538,22.549999999999997,0.04191449814126393,0.5204460966542751,2.03864312267658
Serie A,TUTTI,0.12,2122,108,11.18,0.10351851851851851,0.5555555555555556,2.070185185185185
Serie A,TUTTI,0.12,2223,99,-6.17,-0.06232323232323232,0.48484848484848486,1.9643434343434343
Serie A,TUTTI,0.12,2324,85,-4.37,-0.05141176470588235,0.47058823529411764,2.046235294117647
Serie A,TUTTI,0.12,2425,108,9.799999999999999,0.09074074074074073,0.5555555555555556,2.0119444444444445
Serie A,TUTTI,0.12,2526,138,12.11,0.0877536231884058,0.5217391304347826,2.083478260869565
Bundesliga,OVER25,0.12,TOTALE,216,-33.29,-0.15412037037037038,0.5,1.71875
Bundesliga,OVER25,0.12,2122,21,-7.320000000000001,-0.34857142857142864,0.38095238095238093,1.7919047619047621
Bundesliga,OVER25,0.12,2223,65,-8.59,-0.13215384615384615,0.47692307692307695,1.804769230769231
Bundesliga,OVER25,0.12,2324,56,-2.3,-0.04107142857142857,0.5892857142857143,1.634642857142857
Bundesliga,OVER25,0.12,2425,29,-6.790000000000001,-0.2341379310344828,0.4827586206896552,1.6158620689655172
Bundesliga,OVER25,0.12,2526,45,-8.29,-0.1842222222222222,0.4888888888888889,1.7313333333333336
Bundesliga,UNDER25,0.12,TOTALE,137,-39.04,-0.284963503649635,0.2846715328467153,2.781094890510949
Bundesliga,UNDER25,0.12,2122,25,-12.57,-0.5028,0.16,2.9959999999999996
Bundesliga,UNDER25,0.12,2223,20,-8.530000000000001,-0.42650000000000005,0.2,3.0700000000000003
Bundesliga,UNDER25,0.12,2324,48,-7.45,-0.15520833333333334,0.3541666666666667,2.66
Bundesliga,UNDER25,0.12,2425,32,-6.5600000000000005,-0.20500000000000002,0.34375,2.6834375
Bundesliga,UNDER25,0.12,2526,12,-3.93,-0.3275,0.25,2.5966666666666662
Bundesliga,TUTTI,0.12,TOTALE,353,-72.33,-0.20490084985835694,0.4164305949008499,2.1310481586402266
Bundesliga,TUTTI,0.12,2122,46,-19.89,-0.4323913043478261,0.2608695652173913,2.4463043478260866
Bundesliga,TUTTI,0.12,2223,85,-17.12,-0.20141176470588237,0.4117647058823529,2.102470588235294
Bundesliga,TUTTI,0.12,2324,104,-9.75,-0.09375,0.4807692307692308,2.107884615384615
Bundesliga,TUTTI,0.12,2425,61,-13.35,-0.21885245901639344,0.4098360655737705,2.1759016393442625
Bundesliga,TUTTI,0.12,2526,57,-12.22,-0.2143859649122807,0.43859649122807015,1.913508771929825
La Liga,OVER25,0.12,TOTALE,254,7.399999999999998,0.029133858267716525,0.484251968503937,2.201062992125984
La Liga,OVER25,0.12,2122,40,-3.0600000000000005,-0.07650000000000001,0.425,2.20625
La Liga,OVER25,0.12,2223,37,6.829999999999999,0.18459459459459457,0.5945945945945946,2.1394594594594594
La Liga,OVER25,0.12,2324,44,-10.549999999999999,-0.23977272727272725,0.36363636363636365,2.2181818181818183
La Liga,OVER25,0.12,2425,74,11.709999999999999,0.15824324324324324,0.5135135135135135,2.2909459459459454
La Liga,OVER25,0.12,2526,59,2.4699999999999998,0.041864406779661016,0.5084745762711864,2.110677966101695
La Liga,UNDER25,0.12,TOTALE,253,-0.42999999999999794,-0.0016996047430829957,0.5019762845849802,2.1027272727272726
La Liga,UNDER25,0.12,2122,42,4.75,0.1130952380952381,0.5714285714285714,1.9197619047619046
La Liga,UNDER25,0.12,2223,66,2.740000000000001,0.04151515151515153,0.5454545454545454,1.9507575757575757
La Liga,UNDER25,0.12,2324,64,-12.97,-0.20265625,0.421875,2.1184375
La Liga,UNDER25,0.12,2425,37,1.4,0.03783783783783783,0.5135135135135135,2.2267567567567563
La Liga,UNDER25,0.12,2526,44,3.6500000000000012,0.08295454545454549,0.4772727272727273,2.3781818181818184
La Liga,TUTTI,0.12,TOTALE,507,6.969999999999999,0.013747534516765284,0.4930966469428008,2.151992110453649
La Liga,TUTTI,0.12,2122,82,1.6899999999999993,0.020609756097560966,0.5,2.0595121951219517
La Liga,TUTTI,0.12,2223,103,9.569999999999999,0.09291262135922329,0.5631067961165048,2.0185436893203885
